customer_id,order_date,order_id,order_status,payment_id,payment_type,product_category,product_id,quantity,table,total_price,unit_price
CUST0950,2025-01-23,ORD00329,Cancelled,PAY_EXTRA_6647,PayPal,Electronics,PROD0087,4,Order_Items,453.44,113.36
CUST0611,2025-07-10,ORD02568,Cancelled,PAY_EXTRA_9825,Credit Card,Toys,PROD0012,4,Order_Items,788.88,197.22
CUST0311,2025-05-12,ORD00916,Delivered,PAY_EXTRA_210,Credit Card,Books,PROD0049,4,Order_Items,1034.4,258.6
CUST0499,2024-10-09,ORD01684,Processing,PAY_EXTRA_5278,Credit Card,Books,PROD0058,1,Order_Items,39.7,39.7
CUST0938,2025-03-05,ORD00417,Delivered,PAY_EXTRA_1919,Bank Transfer,Toys,PROD0079,5,Order_Items,720.65,144.13
CUST0396,2024-11-19,ORD01344,Cancelled,PAY_EXTRA_718,PayPal,Home,PROD0033,1,Order_Items,42.52,42.52
CUST0488,2025-02-18,ORD01929,Shipped,PAY_EXTRA_4868,Bank Transfer,Electronics,PROD0064,4,Order_Items,468.12,117.03
CUST0488,2025-02-18,ORD01929,Shipped,PAY_EXTRA_7834,Bank Transfer,Books,PROD0096,3,Order_Items,638.04,212.68
CUST0774,2024-08-05,ORD00018,Shipped,PAY_EXTRA_1298,Credit Card,Clothing,PROD0080,5,Order_Items,1375.45,275.09
CUST0661,2024-12-06,ORD02579,Processing,PAY_EXTRA_9193,PayPal,Beauty,PROD0025,4,Order_Items,696.16,174.04
CUST0464,2025-01-10,ORD02388,Processing,PAY_EXTRA_4617,Bank Transfer,Toys,PROD0070,5,Order_Items,1248.3,249.66
CUST0747,2025-01-25,ORD02716,Delivered,PAY_EXTRA_3128,PayPal,Grocery,PROD0037,1,Order_Items,159.0,159.0
CUST0367,2025-01-05,ORD02038,Delivered,PAY_EXTRA_9795,Bank Transfer,Clothing,PROD0094,2,Order_Items,156.28,78.14
CUST0929,2025-01-16,ORD00207,Shipped,PAY_EXTRA_3979,PayPal,Books,PROD0005,5,Order_Items,1160.65,232.13
CUST0738,2025-04-17,ORD01343,Shipped,PAY_EXTRA_9924,Credit Card,Clothing,PROD0008,3,Order_Items,505.05,168.35
CUST0193,2025-03-26,ORD01607,Cancelled,PAY_EXTRA_8317,Credit Card,Electronics,PROD0003,1,Order_Items,33.46,33.46
CUST0775,2025-05-31,ORD02819,Cancelled,PAY_EXTRA_4393,Bank Transfer,Home,PROD0052,2,Order_Items,474.48,237.24
CUST0764,2024-08-24,ORD01587,Shipped,PAY_EXTRA_1287,Bank Transfer,Electronics,PROD0002,1,Order_Items,119.74,119.74
CUST0505,2025-02-09,ORD02736,Processing,PAY_EXTRA_4355,Credit Card,Books,PROD0068,1,Order_Items,299.59,299.59
CUST0352,2024-09-06,ORD01467,Delivered,PAY_EXTRA_7013,Bank Transfer,Electronics,PROD0053,3,Order_Items,364.86,121.62
CUST0157,2024-10-17,ORD00033,Delivered,PAY_EXTRA_3885,PayPal,Electronics,PROD0014,5,Order_Items,96.4,19.28
CUST0664,2025-02-25,ORD00825,Delivered,PAY_EXTRA_5749,PayPal,Grocery,PROD0048,2,Order_Items,284.78,142.39
CUST0758,2024-08-19,ORD00990,Processing,PAY_EXTRA_9169,PayPal,Books,PROD0099,2,Order_Items,562.56,281.28
CUST0971,2025-01-27,ORD01687,Delivered,PAY_EXTRA_2407,Credit Card,Clothing,PROD0026,2,Order_Items,307.58,153.79
CUST0224,2025-05-19,ORD02499,Shipped,PAY_EXTRA_2013,Bank Transfer,Home,PROD0033,4,Order_Items,499.96,124.99
CUST0941,2025-02-10,ORD01431,Delivered,PAY_EXTRA_5153,PayPal,Clothing,PROD0080,2,Order_Items,86.36,43.18
CUST0868,2025-07-15,ORD02395,Processing,PAY_EXTRA_8551,Credit Card,Electronics,PROD0003,1,Order_Items,162.84,162.84
CUST0089,2024-08-28,ORD02349,Cancelled,PAY_EXTRA_4376,PayPal,Books,PROD0054,1,Order_Items,171.6,171.6
CUST0372,2024-10-13,ORD00749,Processing,PAY_EXTRA_8822,Bank Transfer,Toys,PROD0061,3,Order_Items,416.7,138.9
CUST0308,2025-03-30,ORD00958,Shipped,PAY_EXTRA_4273,Bank Transfer,Clothing,PROD0046,2,Order_Items,209.88,104.94
CUST0052,2025-05-27,ORD00178,Delivered,PAY_EXTRA_5825,Bank Transfer,Clothing,PROD0075,5,Order_Items,127.45,25.49
CUST0792,2025-02-16,ORD01207,Shipped,PAY_EXTRA_6699,Credit Card,Books,PROD0068,5,Order_Items,154.15,30.83
CUST0788,2025-01-28,ORD00867,Cancelled,PAY_EXTRA_7243,Credit Card,Toys,PROD0042,3,Order_Items,815.52,271.84
CUST0612,2025-07-20,ORD00619,Shipped,PAY_EXTRA_449,Bank Transfer,Beauty,PROD0067,2,Order_Items,79.58,39.79
CUST0467,2025-06-01,ORD01050,Cancelled,PAY_EXTRA_2227,Credit Card,Electronics,PROD0014,5,Order_Items,691.35,138.27
CUST0894,2024-09-09,ORD01889,Delivered,PAY_EXTRA_5756,PayPal,Clothing,PROD0097,3,Order_Items,298.41,99.47
CUST0360,2025-03-01,ORD00139,Cancelled,PAY_EXTRA_810,Bank Transfer,Toys,PROD0100,3,Order_Items,591.66,197.22
CUST0622,2024-08-12,ORD01708,Processing,PAY_EXTRA_4180,Credit Card,Clothing,PROD0041,4,Order_Items,1158.72,289.68
CUST0015,2025-05-08,ORD01181,Delivered,PAY_EXTRA_9000,PayPal,Home,PROD0016,2,Order_Items,520.64,260.32
CUST0806,2025-04-22,ORD02122,Delivered,PAY_EXTRA_5438,PayPal,Grocery,PROD0048,5,Order_Items,1225.75,245.15
CUST0789,2024-08-04,ORD02139,Delivered,PAY_EXTRA_7533,PayPal,Home,PROD0090,4,Order_Items,1169.6,292.4
CUST0242,2024-11-03,ORD00536,Delivered,PAY_EXTRA_6369,Credit Card,Toys,PROD0028,5,Order_Items,291.8,58.36
CUST0423,2025-07-08,ORD01990,Shipped,PAY_EXTRA_8416,Credit Card,Books,PROD0093,2,Order_Items,123.66,61.83
CUST0542,2025-02-05,ORD00023,Shipped,PAY_EXTRA_1477,PayPal,Electronics,PROD0083,4,Order_Items,108.2,27.05
CUST0505,2024-12-27,ORD01346,Processing,PAY_EXTRA_1790,PayPal,Electronics,PROD0002,4,Order_Items,1062.12,265.53
CUST0850,2025-03-07,ORD01654,Processing,PAY_EXTRA_2008,Credit Card,Beauty,PROD0030,2,Order_Items,464.06,232.03
CUST0866,2025-01-28,ORD00387,Delivered,PAY_EXTRA_682,PayPal,Clothing,PROD0047,4,Order_Items,325.44,81.36
CUST0317,2025-02-08,ORD01960,Delivered,PAY_EXTRA_2816,Credit Card,Clothing,PROD0097,1,Order_Items,289.58,289.58
CUST0014,2024-09-09,ORD02066,Cancelled,PAY_EXTRA_9431,Credit Card,Clothing,PROD0007,2,Order_Items,303.04,151.52
CUST0483,2024-11-24,ORD02593,Cancelled,PAY_EXTRA_3774,Bank Transfer,Books,PROD0068,2,Order_Items,241.94,120.97
CUST0346,2024-08-03,ORD02860,Shipped,PAY_EXTRA_6495,Credit Card,Electronics,PROD0010,1,Order_Items,206.82,206.82
CUST0195,2025-06-19,ORD00435,Cancelled,PAY_EXTRA_8878,Credit Card,Electronics,PROD0010,3,Order_Items,669.33,223.11
CUST0005,2025-03-26,ORD02328,Shipped,PAY_EXTRA_7361,PayPal,Grocery,PROD0086,5,Order_Items,793.6,158.72
CUST0975,2024-08-24,ORD01352,Shipped,PAY_EXTRA_8366,Credit Card,Grocery,PROD0059,1,Order_Items,272.86,272.86
CUST0945,2025-05-17,ORD02489,Cancelled,PAY_EXTRA_7474,PayPal,Books,PROD0093,1,Order_Items,78.68,78.68
CUST0436,2025-07-10,ORD02617,Cancelled,PAY_EXTRA_46,Bank Transfer,Books,PROD0096,1,Order_Items,253.75,253.75
CUST0788,2025-02-26,ORD00026,Processing,PAY_EXTRA_30,Bank Transfer,Electronics,PROD0038,4,Order_Items,725.72,181.43
CUST0795,2024-11-22,ORD00281,Cancelled,PAY_EXTRA_8250,Bank Transfer,Books,PROD0082,1,Order_Items,166.44,166.44
CUST0302,2025-01-19,ORD01657,Delivered,PAY_EXTRA_6935,PayPal,Clothing,PROD0094,1,Order_Items,133.59,133.59
CUST0822,2024-10-06,ORD02469,Processing,PAY_EXTRA_1468,Credit Card,Beauty,PROD0025,1,Order_Items,100.04,100.04
CUST0800,2024-08-03,ORD01936,Processing,PAY_EXTRA_1665,PayPal,Grocery,PROD0036,4,Order_Items,232.72,58.18
CUST0171,2025-06-12,ORD01198,Delivered,PAY_EXTRA_1416,PayPal,Home,PROD0031,3,Order_Items,841.68,280.56
CUST0242,2025-07-23,ORD00667,Processing,PAY_EXTRA_6480,Bank Transfer,Clothing,PROD0075,2,Order_Items,139.94,69.97
CUST0507,2025-04-22,ORD01128,Processing,PAY_EXTRA_4852,PayPal,Toys,PROD0012,4,Order_Items,745.76,186.44
CUST0503,2025-03-03,ORD02926,Processing,PAY_EXTRA_2470,Bank Transfer,Beauty,PROD0030,3,Order_Items,230.31,76.77
CUST0466,2025-04-30,ORD00321,Processing,PAY_EXTRA_4373,Credit Card,Electronics,PROD0003,3,Order_Items,337.68,112.56
CUST0885,2025-06-24,ORD00341,Processing,PAY_EXTRA_8524,Credit Card,Grocery,PROD0059,2,Order_Items,579.0,289.5
CUST0117,2024-11-21,ORD01023,Delivered,PAY_EXTRA_429,Bank Transfer,Books,PROD0056,5,Order_Items,1274.25,254.85
CUST0551,2024-10-21,ORD01719,Shipped,PAY_EXTRA_5244,Bank Transfer,Toys,PROD0001,1,Order_Items,143.72,143.72
CUST0559,2025-04-17,ORD00120,Processing,PAY_EXTRA_2119,Credit Card,Beauty,PROD0063,5,Order_Items,368.8,73.76
CUST0642,2024-10-24,ORD01689,Delivered,PAY_EXTRA_385,Credit Card,Electronics,PROD0078,4,Order_Items,1005.72,251.43
CUST0215,2025-07-20,ORD02580,Processing,PAY_EXTRA_1945,PayPal,Grocery,PROD0040,5,Order_Items,1071.4,214.28
CUST0424,2025-04-02,ORD01833,Cancelled,PAY_EXTRA_4224,Bank Transfer,Grocery,PROD0040,4,Order_Items,357.68,89.42
CUST0297,2025-05-09,ORD01707,Processing,PAY_EXTRA_473,Bank Transfer,Toys,PROD0004,5,Order_Items,743.4,148.68
CUST0123,2025-03-28,ORD01216,Shipped,PAY_EXTRA_2129,Bank Transfer,Electronics,PROD0019,5,Order_Items,1293.1,258.62
CUST0885,2025-05-18,ORD02020,Delivered,PAY_EXTRA_6556,Bank Transfer,Toys,PROD0061,4,Order_Items,1096.76,274.19
CUST0346,2024-11-26,ORD01416,Processing,PAY_EXTRA_6998,PayPal,Beauty,PROD0013,5,Order_Items,183.35,36.67
CUST0744,2024-10-25,ORD01142,Delivered,PAY_EXTRA_1055,Bank Transfer,Clothing,PROD0080,3,Order_Items,114.96,38.32
CUST0310,2024-09-10,ORD02995,Processing,PAY_EXTRA_3274,PayPal,Electronics,PROD0060,2,Order_Items,321.9,160.95
CUST0341,2025-02-05,ORD02352,Shipped,PAY_EXTRA_4961,Credit Card,Books,PROD0073,2,Order_Items,442.64,221.32
CUST0093,2025-01-29,ORD00411,Shipped,PAY_EXTRA_5363,PayPal,Toys,PROD0027,1,Order_Items,47.16,47.16
CUST0236,2024-12-18,ORD00966,Cancelled,PAY_EXTRA_5816,Credit Card,Books,PROD0096,2,Order_Items,539.32,269.66
CUST0018,2024-09-08,ORD01180,Shipped,PAY_EXTRA_811,Bank Transfer,Electronics,PROD0014,1,Order_Items,210.4,210.4
CUST0094,2024-10-04,ORD00436,Delivered,PAY_EXTRA_4573,Bank Transfer,Electronics,PROD0050,4,Order_Items,685.36,171.34
CUST0290,2025-07-21,ORD01530,Shipped,PAY_EXTRA_6137,Credit Card,Clothing,PROD0006,5,Order_Items,485.85,97.17
CUST0002,2025-03-30,ORD00149,Delivered,PAY_EXTRA_2388,Bank Transfer,Books,PROD0082,1,Order_Items,259.27,259.27
CUST0453,2024-11-18,ORD01974,Processing,PAY_EXTRA_9648,PayPal,Beauty,PROD0067,4,Order_Items,853.72,213.43
CUST0430,2025-01-25,ORD01234,Shipped,PAY_EXTRA_6225,PayPal,Beauty,PROD0034,4,Order_Items,1168.04,292.01
CUST0729,2025-02-24,ORD02677,Processing,PAY_EXTRA_111,Bank Transfer,Grocery,PROD0069,3,Order_Items,193.74,64.58
CUST0791,2025-03-03,ORD02099,Processing,PAY_EXTRA_8909,Bank Transfer,Toys,PROD0061,2,Order_Items,292.54,146.27
CUST0471,2025-07-18,ORD00381,Shipped,PAY_EXTRA_1745,PayPal,Books,PROD0005,5,Order_Items,85.95,17.19
CUST0986,2025-02-01,ORD01556,Processing,PAY_EXTRA_7851,PayPal,Toys,PROD0091,3,Order_Items,88.41,29.47
CUST0059,2025-05-20,ORD00084,Shipped,PAY_EXTRA_1452,Bank Transfer,Electronics,PROD0003,1,Order_Items,59.74,59.74
CUST0146,2024-11-30,ORD02423,Processing,PAY_EXTRA_319,Bank Transfer,Toys,PROD0029,5,Order_Items,238.0,47.6
CUST0083,2025-01-14,ORD02518,Processing,PAY_EXTRA_8593,PayPal,Grocery,PROD0072,5,Order_Items,197.7,39.54
CUST0786,2024-11-14,ORD01297,Delivered,PAY_EXTRA_3333,Bank Transfer,Home,PROD0031,3,Order_Items,398.07,132.69
CUST0346,2025-03-30,ORD02550,Cancelled,PAY_EXTRA_1922,Bank Transfer,Grocery,PROD0039,1,Order_Items,58.28,58.28
CUST0260,2024-11-21,ORD02936,Cancelled,PAY_EXTRA_5865,Bank Transfer,Books,PROD0045,3,Order_Items,346.53,115.51
CUST0918,2025-04-07,ORD02486,Delivered,PAY_EXTRA_9528,Credit Card,Electronics,PROD0077,3,Order_Items,863.49,287.83
CUST0872,2024-11-13,ORD00085,Shipped,PAY_EXTRA_3685,Credit Card,Beauty,PROD0013,1,Order_Items,276.57,276.57
CUST0486,2024-08-19,ORD02691,Delivered,PAY_EXTRA_4275,PayPal,Clothing,PROD0047,3,Order_Items,543.03,181.01
CUST0876,2025-01-18,ORD02250,Shipped,PAY_EXTRA_4889,PayPal,Grocery,PROD0040,2,Order_Items,377.36,188.68
CUST0349,2025-07-19,ORD00274,Shipped,PAY_EXTRA_5225,Credit Card,Clothing,PROD0085,3,Order_Items,54.39,18.13
CUST0646,2025-04-14,ORD02954,Delivered,PAY_EXTRA_7472,PayPal,Electronics,PROD0064,2,Order_Items,103.02,51.51
CUST0677,2024-08-19,ORD00656,Processing,PAY_EXTRA_3605,PayPal,Clothing,PROD0020,5,Order_Items,281.6,56.32
CUST0214,2024-09-02,ORD02374,Cancelled,PAY_EXTRA_1052,Bank Transfer,Electronics,PROD0003,2,Order_Items,140.94,70.47
CUST0975,2025-02-06,ORD00216,Delivered,PAY_EXTRA_4156,PayPal,Books,PROD0054,4,Order_Items,768.92,192.23
CUST0012,2025-04-04,ORD01576,Delivered,PAY_EXTRA_9676,Bank Transfer,Electronics,PROD0018,5,Order_Items,502.15,100.43
CUST0624,2024-09-26,ORD01622,Delivered,PAY_EXTRA_99,Bank Transfer,Electronics,PROD0078,3,Order_Items,450.33,150.11
CUST0968,2025-05-29,ORD00940,Shipped,PAY_EXTRA_7508,Bank Transfer,Beauty,PROD0025,1,Order_Items,277.14,277.14
CUST0883,2025-04-20,ORD02608,Cancelled,PAY_EXTRA_1456,Credit Card,Electronics,PROD0017,3,Order_Items,227.76,75.92
CUST0268,2025-07-12,ORD01830,Cancelled,PAY_EXTRA_7688,Bank Transfer,Clothing,PROD0094,1,Order_Items,164.28,164.28
CUST0159,2024-11-25,ORD00878,Delivered,PAY_EXTRA_4004,PayPal,Beauty,PROD0057,5,Order_Items,589.45,117.89
CUST0703,2025-02-06,ORD00433,Processing,PAY_EXTRA_6866,PayPal,Home,PROD0016,5,Order_Items,302.75,60.55
CUST0970,2024-09-24,ORD00042,Delivered,PAY_EXTRA_4509,Bank Transfer,Toys,PROD0098,1,Order_Items,160.14,160.14
CUST0001,2024-12-21,ORD02397,Processing,PAY_EXTRA_3299,Bank Transfer,Books,PROD0089,3,Order_Items,68.94,22.98
CUST0911,2024-12-10,ORD01939,Cancelled,PAY_EXTRA_3799,Credit Card,Books,PROD0058,5,Order_Items,516.5,103.3
CUST0459,2024-08-26,ORD00254,Shipped,PAY_EXTRA_4281,Credit Card,Grocery,PROD0092,1,Order_Items,186.92,186.92
CUST0006,2024-07-27,ORD01663,Cancelled,PAY_EXTRA_9051,PayPal,Toys,PROD0098,2,Order_Items,442.1,221.05
CUST0652,2024-11-12,ORD02746,Shipped,PAY_EXTRA_6462,PayPal,Toys,PROD0042,2,Order_Items,167.04,83.52
CUST0943,2025-06-19,ORD01047,Shipped,PAY_EXTRA_7912,Credit Card,Clothing,PROD0075,3,Order_Items,738.6,246.2
CUST0809,2025-02-13,ORD02672,Delivered,PAY_EXTRA_1414,PayPal,Toys,PROD0028,1,Order_Items,282.6,282.6
CUST0759,2024-12-19,ORD02537,Delivered,PAY_EXTRA_540,Bank Transfer,Grocery,PROD0048,1,Order_Items,233.13,233.13
CUST0120,2024-09-23,ORD00853,Delivered,PAY_EXTRA_5815,Bank Transfer,Grocery,PROD0039,5,Order_Items,355.8,71.16
CUST0557,2025-01-01,ORD01755,Cancelled,PAY_EXTRA_8199,Bank Transfer,Toys,PROD0029,4,Order_Items,481.08,120.27
CUST0111,2024-10-09,ORD00226,Shipped,PAY_EXTRA_3680,Bank Transfer,Toys,PROD0009,5,Order_Items,362.35,72.47
CUST0784,2025-07-12,ORD01709,Cancelled,PAY_EXTRA_754,PayPal,Toys,PROD0029,3,Order_Items,550.35,183.45
CUST0447,2024-12-24,ORD00146,Shipped,PAY_EXTRA_4196,Bank Transfer,Toys,PROD0001,4,Order_Items,1105.72,276.43
CUST0455,2024-09-23,ORD00431,Delivered,PAY_EXTRA_2650,PayPal,Home,PROD0043,4,Order_Items,451.12,112.78
CUST0536,2025-03-07,ORD02425,Shipped,PAY_EXTRA_4522,Bank Transfer,Toys,PROD0028,4,Order_Items,978.32,244.58
CUST0426,2024-09-23,ORD01671,Cancelled,PAY_EXTRA_9519,Bank Transfer,Electronics,PROD0003,3,Order_Items,395.31,131.77
CUST0169,2025-07-24,ORD00702,Processing,PAY_EXTRA_3118,Credit Card,Home,PROD0088,4,Order_Items,247.12,61.78
CUST0204,2025-06-29,ORD02019,Shipped,PAY_EXTRA_3728,PayPal,Home,PROD0016,4,Order_Items,385.44,96.36
CUST0405,2025-06-26,ORD02130,Delivered,PAY_EXTRA_3886,Bank Transfer,Books,PROD0056,4,Order_Items,833.08,208.27
CUST0597,2025-07-24,ORD01034,Cancelled,PAY_EXTRA_7107,PayPal,Toys,PROD0079,4,Order_Items,1042.68,260.67
CUST0756,2025-01-07,ORD02011,Delivered,PAY_EXTRA_8068,Credit Card,Electronics,PROD0024,2,Order_Items,178.14,89.07
CUST0802,2025-04-10,ORD02448,Delivered,PAY_EXTRA_7325,Bank Transfer,Electronics,PROD0077,3,Order_Items,835.74,278.58
CUST0278,2024-11-28,ORD00967,Shipped,PAY_EXTRA_8483,Credit Card,Clothing,PROD0021,4,Order_Items,91.04,22.76
CUST0457,2025-01-11,ORD01744,Processing,PAY_EXTRA_8767,PayPal,Clothing,PROD0047,3,Order_Items,233.01,77.67
CUST0648,2025-04-02,ORD02598,Processing,PAY_EXTRA_6500,PayPal,Grocery,PROD0081,3,Order_Items,847.86,282.62
CUST0527,2025-05-12,ORD01783,Processing,PAY_EXTRA_8426,Bank Transfer,Toys,PROD0070,3,Order_Items,443.79,147.93
CUST0167,2025-02-18,ORD01349,Shipped,PAY_EXTRA_7963,PayPal,Electronics,PROD0087,1,Order_Items,254.03,254.03
CUST0260,2024-09-07,ORD01835,Processing,PAY_EXTRA_601,PayPal,Toys,PROD0027,1,Order_Items,154.37,154.37
CUST0324,2024-12-19,ORD01488,Delivered,PAY_EXTRA_9249,Bank Transfer,Books,PROD0054,2,Order_Items,157.78,78.89
CUST0632,2024-10-17,ORD01723,Delivered,PAY_EXTRA_8919,PayPal,Books,PROD0035,2,Order_Items,88.2,44.1
CUST0738,2025-06-13,ORD02527,Delivered,PAY_EXTRA_6814,Bank Transfer,Electronics,PROD0002,1,Order_Items,148.85,148.85
CUST0760,2024-10-17,ORD00929,Shipped,PAY_EXTRA_5411,Credit Card,Electronics,PROD0078,4,Order_Items,589.48,147.37
CUST0452,2024-08-26,ORD01135,Shipped,PAY_EXTRA_8747,PayPal,Books,PROD0045,1,Order_Items,279.5,279.5
CUST0091,2024-08-17,ORD02721,Cancelled,PAY_EXTRA_5522,Credit Card,Books,PROD0049,4,Order_Items,922.12,230.53
CUST0988,2024-09-01,ORD02787,Delivered,PAY_EXTRA_1044,PayPal,Grocery,PROD0055,5,Order_Items,533.85,106.77
CUST0881,2025-01-23,ORD01161,Shipped,PAY_EXTRA_7334,Credit Card,Grocery,PROD0040,1,Order_Items,222.83,222.83
CUST0150,2025-05-26,ORD01921,Delivered,PAY_EXTRA_1557,Bank Transfer,Clothing,PROD0007,5,Order_Items,1455.15,291.03
CUST0821,2024-09-22,ORD00525,Cancelled,PAY_EXTRA_3739,Bank Transfer,Electronics,PROD0064,3,Order_Items,698.58,232.86
CUST0171,2025-06-12,ORD01198,Delivered,PAY_EXTRA_3522,PayPal,Books,PROD0095,3,Order_Items,169.23,56.41
CUST0547,2024-08-02,ORD00003,Delivered,PAY_EXTRA_180,Bank Transfer,Beauty,PROD0057,1,Order_Items,297.28,297.28
CUST0901,2025-05-10,ORD00737,Cancelled,PAY_EXTRA_2115,PayPal,Toys,PROD0079,1,Order_Items,223.14,223.14
CUST0839,2024-10-02,ORD01385,Cancelled,PAY_EXTRA_1699,Bank Transfer,Beauty,PROD0013,2,Order_Items,148.38,74.19
CUST0373,2025-04-23,ORD02872,Delivered,PAY_EXTRA_1379,PayPal,Beauty,PROD0074,3,Order_Items,197.25,65.75
CUST0957,2024-09-08,ORD01176,Delivered,PAY_EXTRA_7229,PayPal,Books,PROD0089,2,Order_Items,89.6,44.8
CUST0692,2024-12-26,ORD00164,Cancelled,PAY_EXTRA_9143,Credit Card,Toys,PROD0042,3,Order_Items,229.05,76.35
CUST0549,2025-02-16,ORD00949,Shipped,PAY_EXTRA_618,PayPal,Grocery,PROD0084,2,Order_Items,71.94,35.97
CUST0361,2025-02-15,ORD00260,Cancelled,PAY_EXTRA_3181,Bank Transfer,Books,PROD0049,4,Order_Items,1063.4,265.85
CUST0106,2025-06-24,ORD00655,Processing,PAY_EXTRA_9851,Credit Card,Grocery,PROD0069,5,Order_Items,839.2,167.84
CUST0393,2024-08-20,ORD01497,Shipped,PAY_EXTRA_1600,Credit Card,Books,PROD0095,3,Order_Items,483.75,161.25
CUST0406,2025-02-05,ORD01062,Delivered,PAY_EXTRA_5963,Credit Card,Grocery,PROD0086,5,Order_Items,215.05,43.01
CUST0647,2024-08-22,ORD00368,Processing,PAY_EXTRA_1615,Bank Transfer,Home,PROD0031,4,Order_Items,1185.6,296.4
CUST0862,2025-01-02,ORD00032,Delivered,PAY_EXTRA_5920,Bank Transfer,Toys,PROD0098,5,Order_Items,328.8,65.76
CUST0241,2025-05-20,ORD02399,Cancelled,PAY_EXTRA_9591,PayPal,Clothing,PROD0008,5,Order_Items,1257.35,251.47
CUST0850,2025-03-07,ORD01654,Processing,PAY_EXTRA_3891,Credit Card,Books,PROD0056,3,Order_Items,720.45,240.15
CUST0096,2025-06-08,ORD01236,Delivered,PAY_EXTRA_2083,Credit Card,Electronics,PROD0078,4,Order_Items,470.92,117.73
CUST0794,2024-11-26,ORD01097,Processing,PAY_EXTRA_4574,Bank Transfer,Electronics,PROD0053,3,Order_Items,722.67,240.89
CUST0570,2024-10-25,ORD00250,Delivered,PAY_EXTRA_5594,Credit Card,Toys,PROD0079,4,Order_Items,959.16,239.79
CUST0627,2024-08-10,ORD00692,Shipped,PAY_EXTRA_5121,Credit Card,Books,PROD0056,1,Order_Items,77.29,77.29
CUST0792,2025-02-16,ORD01207,Shipped,PAY_EXTRA_4587,Credit Card,Beauty,PROD0015,4,Order_Items,893.32,223.33
CUST0753,2025-01-22,ORD02525,Delivered,PAY_EXTRA_4902,Credit Card,Electronics,PROD0050,1,Order_Items,187.11,187.11
CUST0562,2024-08-09,ORD01967,Delivered,PAY_EXTRA_8252,PayPal,Toys,PROD0028,5,Order_Items,813.1,162.62
CUST0981,2024-08-10,ORD00787,Processing,PAY_EXTRA_5916,Credit Card,Clothing,PROD0097,3,Order_Items,251.37,83.79
CUST0373,2025-04-13,ORD00663,Delivered,PAY_EXTRA_5129,Bank Transfer,Electronics,PROD0087,1,Order_Items,166.99,166.99
CUST0182,2025-07-24,ORD01811,Shipped,PAY_EXTRA_8334,PayPal,Clothing,PROD0085,1,Order_Items,86.3,86.3
CUST0072,2024-08-19,ORD00493,Shipped,PAY_EXTRA_1918,Credit Card,Electronics,PROD0002,5,Order_Items,649.15,129.83
CUST0751,2024-09-20,ORD02323,Processing,PAY_EXTRA_8330,Bank Transfer,Toys,PROD0004,2,Order_Items,492.4,246.2
CUST0050,2025-03-02,ORD00741,Processing,PAY_EXTRA_5707,Credit Card,Toys,PROD0011,4,Order_Items,782.92,195.73
CUST0993,2025-04-21,ORD01345,Cancelled,PAY_EXTRA_5384,Credit Card,Books,PROD0056,3,Order_Items,282.72,94.24
CUST0721,2025-05-21,ORD02631,Shipped,PAY_EXTRA_6336,Bank Transfer,Toys,PROD0061,5,Order_Items,67.45,13.49
CUST0948,2024-11-12,ORD01405,Shipped,PAY_EXTRA_2054,Credit Card,Grocery,PROD0081,4,Order_Items,185.44,46.36
CUST0408,2024-12-08,ORD02222,Processing,PAY_EXTRA_7612,PayPal,Clothing,PROD0032,3,Order_Items,469.77,156.59
CUST0868,2025-06-10,ORD02959,Cancelled,PAY_EXTRA_9209,Bank Transfer,Toys,PROD0001,5,Order_Items,891.15,178.23
CUST0250,2025-06-01,ORD01791,Delivered,PAY_EXTRA_3963,Credit Card,Clothing,PROD0007,2,Order_Items,432.96,216.48
CUST0919,2025-04-30,ORD02504,Delivered,PAY_EXTRA_1126,PayPal,Grocery,PROD0081,4,Order_Items,107.4,26.85
CUST0950,2025-02-13,ORD02941,Processing,PAY_EXTRA_3428,PayPal,Beauty,PROD0013,1,Order_Items,101.21,101.21
CUST0809,2025-01-07,ORD02025,Shipped,PAY_EXTRA_4601,Credit Card,Electronics,PROD0003,1,Order_Items,161.47,161.47
CUST0792,2025-01-25,ORD01226,Delivered,PAY_EXTRA_3721,Credit Card,Toys,PROD0079,4,Order_Items,307.24,76.81
CUST0918,2025-01-16,ORD00794,Processing,PAY_EXTRA_2389,PayPal,Clothing,PROD0085,1,Order_Items,48.91,48.91
CUST0037,2025-07-10,ORD02526,Shipped,PAY_EXTRA_1322,Credit Card,Home,PROD0062,4,Order_Items,544.24,136.06
CUST0887,2025-05-28,ORD00645,Processing,PAY_EXTRA_1603,Bank Transfer,Grocery,PROD0081,3,Order_Items,785.97,261.99
CUST0092,2024-12-12,ORD02393,Shipped,PAY_EXTRA_7224,Bank Transfer,Toys,PROD0098,3,Order_Items,821.31,273.77
CUST0328,2025-05-12,ORD02743,Delivered,PAY_EXTRA_7425,PayPal,Clothing,PROD0046,2,Order_Items,109.96,54.98
CUST0392,2024-11-23,ORD00133,Cancelled,PAY_EXTRA_4336,Credit Card,Books,PROD0099,1,Order_Items,206.91,206.91
CUST0966,2024-11-26,ORD01358,Delivered,PAY_EXTRA_5593,Bank Transfer,Books,PROD0082,4,Order_Items,372.28,93.07
CUST0483,2024-08-15,ORD00416,Processing,PAY_EXTRA_4411,Credit Card,Home,PROD0088,3,Order_Items,571.8,190.6
