payment_id,order_id,customer_id,payment_type,total_price
PAY_EXTRA_8636,ORD00179,CUST0940,Credit Card,438.44
PAY_EXTRA_1825,ORD01711,CUST0486,Credit Card,1087.16
PAY_EXTRA_4230,ORD00995,CUST0442,PayPal,258.42
PAY_EXTRA_3487,ORD00673,CUST0322,Bank Transfer,695.43
PAY_EXTRA_9053,ORD00398,CUST0644,Credit Card,34.62
PAY_EXTRA_9768,ORD02937,CUST0317,Bank Transfer,213.0
PAY_EXTRA_3647,ORD00953,CUST0247,Credit Card,205.15
PAY_EXTRA_5902,ORD00026,CUST0788,Bank Transfer,334.8
PAY_EXTRA_6385,ORD02719,CUST0487,Bank Transfer,432.76
PAY_EXTRA_5638,ORD00285,CUST0625,Bank Transfer,310.2
PAY_EXTRA_6423,ORD00354,CUST0680,Bank Transfer,226.74
PAY_EXTRA_7826,ORD01711,CUST0486,Credit Card,625.88
PAY_EXTRA_7743,ORD00562,CUST0809,Bank Transfer,723.18
PAY_EXTRA_3012,ORD02087,CUST0564,PayPal,648.81
PAY_EXTRA_7671,ORD02133,CUST0796,PayPal,241.04
PAY_EXTRA_9548,ORD01652,CUST0014,Bank Transfer,156.48
PAY_EXTRA_9977,ORD00773,CUST0152,Bank Transfer,39.99
PAY_EXTRA_3080,ORD00588,CUST0240,Bank Transfer,334.4
PAY_EXTRA_3520,ORD01234,CUST0430,PayPal,395.97
PAY_EXTRA_4978,ORD01473,CUST0132,Bank Transfer,292.18
PAY_EXTRA_7619,ORD02355,CUST0100,PayPal,355.28
PAY_EXTRA_4347,ORD01791,CUST0250,Credit Card,385.4
PAY_EXTRA_8440,ORD02297,CUST0939,PayPal,152.67
PAY_EXTRA_1346,ORD00213,CUST0285,PayPal,204.66
PAY_EXTRA_7087,ORD02360,CUST0188,Bank Transfer,75.59
PAY_EXTRA_8947,ORD02628,CUST1000,PayPal,415.66
PAY_EXTRA_5651,ORD02957,CUST0590,Credit Card,1136.5
PAY_EXTRA_8081,ORD02812,CUST0411,Bank Transfer,702.39
PAY_EXTRA_1791,ORD02371,CUST0245,Bank Transfer,184.54
PAY_EXTRA_7428,ORD00426,CUST0602,Bank Transfer,889.12
PAY_EXTRA_9579,ORD00999,CUST0885,PayPal,586.55
PAY_EXTRA_9959,ORD01411,CUST0413,Credit Card,122.68
PAY_EXTRA_2270,ORD00531,CUST0227,PayPal,279.35
PAY_EXTRA_9766,ORD01691,CUST0886,Bank Transfer,142.84
PAY_EXTRA_2955,ORD00625,CUST0537,PayPal,610.52
PAY_EXTRA_3443,ORD01909,CUST0192,Bank Transfer,1000.96
PAY_EXTRA_7735,ORD01165,CUST0811,Credit Card,1006.2
PAY_EXTRA_833,ORD02313,CUST0727,Credit Card,660.12
PAY_EXTRA_6498,ORD01975,CUST0423,PayPal,1276.7
PAY_EXTRA_2991,ORD02314,CUST0424,Credit Card,88.1
PAY_EXTRA_7792,ORD02890,CUST0677,Bank Transfer,271.38
PAY_EXTRA_2150,ORD00891,CUST0243,PayPal,653.92
PAY_EXTRA_4022,ORD00032,CUST0862,Bank Transfer,254.75
PAY_EXTRA_7614,ORD02150,CUST0024,PayPal,603.72
PAY_EXTRA_6123,ORD02826,CUST0851,Credit Card,775.16
PAY_EXTRA_3338,ORD00666,CUST0036,Credit Card,202.43
PAY_EXTRA_4343,ORD01398,CUST0328,Bank Transfer,174.6
PAY_EXTRA_4463,ORD00544,CUST0481,PayPal,1173.6
PAY_EXTRA_2375,ORD01082,CUST0569,Credit Card,1459.55
PAY_EXTRA_9043,ORD02035,CUST0325,Bank Transfer,807.63
PAY_EXTRA_5570,ORD01588,CUST0106,PayPal,274.86
PAY_EXTRA_8598,ORD01121,CUST0413,Bank Transfer,152.06
PAY_EXTRA_8503,ORD02460,CUST0765,Bank Transfer,1108.84
PAY_EXTRA_8879,ORD00665,CUST0870,Bank Transfer,640.98
PAY_EXTRA_1886,ORD01260,CUST0992,PayPal,380.34
PAY_EXTRA_1197,ORD00729,CUST0126,PayPal,342.84
PAY_EXTRA_6426,ORD02869,CUST0708,Bank Transfer,144.11
PAY_EXTRA_8910,ORD00436,CUST0094,Bank Transfer,568.2
PAY_EXTRA_2935,ORD01262,CUST0267,Credit Card,111.38
PAY_EXTRA_6341,ORD00165,CUST0813,Bank Transfer,979.15
PAY_EXTRA_1429,ORD01658,CUST0700,Credit Card,651.0
PAY_EXTRA_6306,ORD00159,CUST0631,Bank Transfer,819.45
PAY_EXTRA_3649,ORD01799,CUST0970,Credit Card,429.25
PAY_EXTRA_1937,ORD01535,CUST0562,PayPal,721.4
PAY_EXTRA_5171,ORD01679,CUST0982,Credit Card,288.7
PAY_EXTRA_7763,ORD01178,CUST0375,Bank Transfer,409.0
PAY_EXTRA_6392,ORD02242,CUST0167,Credit Card,870.9
PAY_EXTRA_1153,ORD01044,CUST0475,Bank Transfer,881.72
PAY_EXTRA_6249,ORD01092,CUST0300,Credit Card,180.02
PAY_EXTRA_7036,ORD01908,CUST0334,PayPal,133.52
PAY_EXTRA_4228,ORD01987,CUST0270,Credit Card,1224.5
PAY_EXTRA_4974,ORD02945,CUST0809,Credit Card,618.56
PAY_EXTRA_6400,ORD02640,CUST0393,PayPal,756.76
PAY_EXTRA_3639,ORD02914,CUST0688,Bank Transfer,145.71
PAY_EXTRA_3971,ORD02011,CUST0756,Credit Card,85.84
PAY_EXTRA_9593,ORD02396,CUST0064,PayPal,257.36
PAY_EXTRA_3375,ORD02182,CUST0437,PayPal,302.7
PAY_EXTRA_2486,ORD02344,CUST0073,PayPal,1043.36
PAY_EXTRA_6953,ORD02599,CUST0208,PayPal,46.1
PAY_EXTRA_605,ORD02567,CUST0245,Credit Card,360.36
PAY_EXTRA_7443,ORD02058,CUST0114,Credit Card,548.61
PAY_EXTRA_5927,ORD01869,CUST0970,Credit Card,887.58
PAY_EXTRA_2453,ORD02828,CUST0392,Bank Transfer,202.3
PAY_EXTRA_3608,ORD00912,CUST0690,Bank Transfer,738.2
PAY_EXTRA_1483,ORD01529,CUST0429,Credit Card,1143.48
PAY_EXTRA_4518,ORD02420,CUST0035,Credit Card,859.75
PAY_EXTRA_3037,ORD02630,CUST0190,PayPal,578.88
PAY_EXTRA_9351,ORD02253,CUST0465,PayPal,110.48
PAY_EXTRA_7691,ORD00946,CUST0676,PayPal,319.62
PAY_EXTRA_4115,ORD00898,CUST0805,Bank Transfer,521.68
PAY_EXTRA_1426,ORD01516,CUST0127,PayPal,69.16
PAY_EXTRA_496,ORD00905,CUST0576,PayPal,492.1
PAY_EXTRA_3352,ORD00702,CUST0169,Credit Card,575.2
PAY_EXTRA_8793,ORD02415,CUST0394,PayPal,125.51
PAY_EXTRA_758,ORD02160,CUST0679,Bank Transfer,595.56
PAY_EXTRA_837,ORD01600,CUST0003,PayPal,121.95
PAY_EXTRA_4326,ORD00437,CUST0658,Bank Transfer,259.45
PAY_EXTRA_2127,ORD01570,CUST0722,Bank Transfer,213.39
PAY_EXTRA_1022,ORD02681,CUST0452,PayPal,1133.0
PAY_EXTRA_8761,ORD00142,CUST0899,PayPal,578.4
PAY_EXTRA_5613,ORD00657,CUST0457,Bank Transfer,1374.8
PAY_EXTRA_5580,ORD00556,CUST0732,Credit Card,487.05
PAY_EXTRA_1057,ORD02617,CUST0436,Bank Transfer,939.1
PAY_EXTRA_9541,ORD02602,CUST0873,PayPal,55.46
PAY_EXTRA_6855,ORD02216,CUST0534,Credit Card,678.24
PAY_EXTRA_7348,ORD00509,CUST0047,Credit Card,474.46
PAY_EXTRA_9044,ORD02884,CUST0680,Bank Transfer,223.64
PAY_EXTRA_2128,ORD00155,CUST0413,Bank Transfer,68.08
PAY_EXTRA_2766,ORD02345,CUST0554,PayPal,700.95
PAY_EXTRA_2108,ORD02028,CUST0381,Credit Card,293.25
PAY_EXTRA_3616,ORD01246,CUST0718,Bank Transfer,722.12
PAY_EXTRA_1544,ORD01251,CUST0461,PayPal,429.5
PAY_EXTRA_6913,ORD02509,CUST0528,Bank Transfer,52.05
PAY_EXTRA_1718,ORD02057,CUST0420,Bank Transfer,80.8
PAY_EXTRA_7434,ORD02933,CUST0661,Bank Transfer,439.15
PAY_EXTRA_7364,ORD01977,CUST0536,Credit Card,231.68
PAY_EXTRA_6234,ORD02188,CUST0441,Credit Card,985.12
PAY_EXTRA_724,ORD02578,CUST0687,Credit Card,447.14
PAY_EXTRA_6672,ORD00206,CUST0942,Credit Card,315.18
PAY_EXTRA_8028,ORD00886,CUST0412,PayPal,985.75
PAY_EXTRA_5491,ORD00697,CUST0461,PayPal,318.14
PAY_EXTRA_1127,ORD00619,CUST0612,Bank Transfer,736.48
PAY_EXTRA_2956,ORD00352,CUST0326,Bank Transfer,761.15
PAY_EXTRA_5155,ORD01387,CUST0587,Credit Card,118.13
PAY_EXTRA_4816,ORD01951,CUST0875,Credit Card,260.88
PAY_EXTRA_6201,ORD02760,CUST0428,PayPal,486.66
PAY_EXTRA_6223,ORD00881,CUST0630,Credit Card,493.2
PAY_EXTRA_8685,ORD02907,CUST0140,Credit Card,1057.52
PAY_EXTRA_7113,ORD02680,CUST0043,PayPal,721.88
PAY_EXTRA_5274,ORD00297,CUST0436,Credit Card,261.54
PAY_EXTRA_8535,ORD02153,CUST0562,PayPal,992.1
PAY_EXTRA_3043,ORD01835,CUST0260,PayPal,169.84
PAY_EXTRA_6911,ORD00273,CUST0481,PayPal,189.2
PAY_EXTRA_149,ORD01140,CUST0085,PayPal,1083.08
PAY_EXTRA_7573,ORD00185,CUST0861,Bank Transfer,85.16
PAY_EXTRA_4205,ORD01753,CUST0788,Bank Transfer,241.1
PAY_EXTRA_5492,ORD00424,CUST0398,PayPal,80.25
PAY_EXTRA_2689,ORD01808,CUST0136,Credit Card,934.52
PAY_EXTRA_4220,ORD00697,CUST0461,PayPal,842.1
PAY_EXTRA_9101,ORD01552,CUST0979,Bank Transfer,390.0
PAY_EXTRA_841,ORD01104,CUST0215,Bank Transfer,245.92
PAY_EXTRA_8136,ORD02896,CUST0865,PayPal,1144.75
PAY_EXTRA_6437,ORD00828,CUST0180,Bank Transfer,269.9
PAY_EXTRA_9699,ORD00477,CUST0601,Bank Transfer,156.64
PAY_EXTRA_6199,ORD02117,CUST0327,Bank Transfer,786.69
PAY_EXTRA_2794,ORD01666,CUST0793,Bank Transfer,221.96
PAY_EXTRA_7625,ORD01585,CUST0091,PayPal,847.6
PAY_EXTRA_8474,ORD01584,CUST0471,PayPal,1358.0
PAY_EXTRA_7889,ORD02244,CUST0430,PayPal,134.18
PAY_EXTRA_6607,ORD01573,CUST0444,Bank Transfer,101.62
PAY_EXTRA_9194,ORD01659,CUST0986,Credit Card,342.16
PAY_EXTRA_8247,ORD01702,CUST0399,Bank Transfer,46.96
PAY_EXTRA_1392,ORD02044,CUST0750,PayPal,793.98
PAY_EXTRA_1921,ORD00847,CUST0781,Credit Card,78.12
PAY_EXTRA_7018,ORD00091,CUST0958,PayPal,280.56
PAY_EXTRA_3621,ORD02181,CUST0428,Credit Card,355.32
PAY_EXTRA_4848,ORD01427,CUST0139,Bank Transfer,419.46
PAY_EXTRA_2291,ORD01361,CUST0211,Credit Card,197.68
PAY_EXTRA_2133,ORD01560,CUST0966,Credit Card,111.12
PAY_EXTRA_550,ORD00913,CUST0895,Credit Card,149.04
PAY_EXTRA_1740,ORD00204,CUST0399,PayPal,1351.7
PAY_EXTRA_5289,ORD00655,CUST0106,Credit Card,29.93
PAY_EXTRA_1817,ORD00308,CUST0094,Credit Card,777.75
PAY_EXTRA_4698,ORD01808,CUST0136,Credit Card,1047.12
PAY_EXTRA_5181,ORD02468,CUST0344,PayPal,494.43
PAY_EXTRA_3018,ORD01144,CUST0721,Credit Card,55.28
PAY_EXTRA_17,ORD02588,CUST0430,Credit Card,976.12
PAY_EXTRA_1770,ORD00238,CUST0651,PayPal,198.14
PAY_EXTRA_1888,ORD02279,CUST0950,Credit Card,149.1
PAY_EXTRA_2152,ORD00890,CUST0592,Bank Transfer,166.03
PAY_EXTRA_1642,ORD01295,CUST0031,PayPal,209.11
PAY_EXTRA_7846,ORD01881,CUST0295,Credit Card,274.22
PAY_EXTRA_4193,ORD02600,CUST0033,Bank Transfer,265.86
PAY_EXTRA_9432,ORD00286,CUST0971,Credit Card,232.72
PAY_EXTRA_8898,ORD02976,CUST0122,Credit Card,245.36
PAY_EXTRA_533,ORD02612,CUST0336,PayPal,181.3
PAY_EXTRA_132,ORD02775,CUST0481,Credit Card,1145.36
PAY_EXTRA_7722,ORD00783,CUST0980,Credit Card,534.75
PAY_EXTRA_8458,ORD01257,CUST0847,Bank Transfer,275.25
PAY_EXTRA_964,ORD02468,CUST0344,PayPal,35.86
PAY_EXTRA_8719,ORD01576,CUST0012,Bank Transfer,644.88
PAY_EXTRA_6412,ORD01082,CUST0569,Credit Card,567.0
PAY_EXTRA_8285,ORD00056,CUST0686,PayPal,1283.4
PAY_EXTRA_7853,ORD00691,CUST0479,Bank Transfer,13.88
PAY_EXTRA_1095,ORD02322,CUST0195,PayPal,365.18
PAY_EXTRA_6929,ORD01306,CUST0721,Bank Transfer,311.55
PAY_EXTRA_9254,ORD02712,CUST0896,Bank Transfer,133.62
PAY_EXTRA_1561,ORD01965,CUST0882,PayPal,1463.7
PAY_EXTRA_1670,ORD00296,CUST0807,Bank Transfer,214.3
PAY_EXTRA_6087,ORD01868,CUST0516,PayPal,567.7
PAY_EXTRA_6669,ORD02810,CUST0449,Bank Transfer,66.69
PAY_EXTRA_5933,ORD00031,CUST0520,Credit Card,320.34
PAY_EXTRA_8829,ORD01709,CUST0784,PayPal,835.26
PAY_EXTRA_7945,ORD00883,CUST0609,Credit Card,917.65
PAY_EXTRA_3508,ORD01110,CUST0332,Bank Transfer,596.6
PAY_EXTRA_2002,ORD01613,CUST0675,Bank Transfer,1399.0
PAY_EXTRA_5866,ORD00397,CUST0695,Bank Transfer,1119.76
PAY_EXTRA_168,ORD01891,CUST0857,Bank Transfer,573.76
PAY_EXTRA_2588,ORD00944,CUST0010,Credit Card,85.2
PAY_EXTRA_5905,ORD01106,CUST0170,Bank Transfer,676.04
PAY_EXTRA_9529,ORD01834,CUST0184,PayPal,236.94
PAY_EXTRA_6384,ORD02012,CUST0472,Bank Transfer,290.86
PAY_EXTRA_7824,ORD01472,CUST0301,Credit Card,335.76
PAY_EXTRA_9779,ORD00120,CUST0559,Credit Card,511.16
PAY_EXTRA_4629,ORD00457,CUST0063,PayPal,465.66
PAY_EXTRA_8560,ORD00660,CUST0745,PayPal,100.2
PAY_EXTRA_9291,ORD01318,CUST0793,Credit Card,320.05
PAY_EXTRA_6874,ORD02363,CUST0487,Credit Card,508.6
PAY_EXTRA_6521,ORD01924,CUST0915,Bank Transfer,296.3
PAY_EXTRA_8979,ORD02225,CUST0707,Bank Transfer,256.25
PAY_EXTRA_6647,ORD00329,CUST0950,PayPal,453.44
PAY_EXTRA_9825,ORD02568,CUST0611,Credit Card,788.88
PAY_EXTRA_210,ORD00916,CUST0311,Credit Card,1034.4
PAY_EXTRA_5278,ORD01684,CUST0499,Credit Card,39.7
PAY_EXTRA_1919,ORD00417,CUST0938,Bank Transfer,720.65
PAY_EXTRA_718,ORD01344,CUST0396,PayPal,42.52
PAY_EXTRA_4868,ORD01929,CUST0488,Bank Transfer,468.12
PAY_EXTRA_7834,ORD01929,CUST0488,Bank Transfer,638.04
PAY_EXTRA_1298,ORD00018,CUST0774,Credit Card,1375.45
PAY_EXTRA_9193,ORD02579,CUST0661,PayPal,696.16
PAY_EXTRA_4617,ORD02388,CUST0464,Bank Transfer,1248.3
PAY_EXTRA_3128,ORD02716,CUST0747,PayPal,159.0
PAY_EXTRA_9795,ORD02038,CUST0367,Bank Transfer,156.28
PAY_EXTRA_3979,ORD00207,CUST0929,PayPal,1160.65
PAY_EXTRA_9924,ORD01343,CUST0738,Credit Card,505.05
PAY_EXTRA_8317,ORD01607,CUST0193,Credit Card,33.46
PAY_EXTRA_4393,ORD02819,CUST0775,Bank Transfer,474.48
PAY_EXTRA_1287,ORD01587,CUST0764,Bank Transfer,119.74
PAY_EXTRA_4355,ORD02736,CUST0505,Credit Card,299.59
PAY_EXTRA_7013,ORD01467,CUST0352,Bank Transfer,364.86
PAY_EXTRA_3885,ORD00033,CUST0157,PayPal,96.4
PAY_EXTRA_5749,ORD00825,CUST0664,PayPal,284.78
PAY_EXTRA_9169,ORD00990,CUST0758,PayPal,562.56
PAY_EXTRA_2407,ORD01687,CUST0971,Credit Card,307.58
PAY_EXTRA_2013,ORD02499,CUST0224,Bank Transfer,499.96
PAY_EXTRA_5153,ORD01431,CUST0941,PayPal,86.36
PAY_EXTRA_8551,ORD02395,CUST0868,Credit Card,162.84
PAY_EXTRA_4376,ORD02349,CUST0089,PayPal,171.6
PAY_EXTRA_8822,ORD00749,CUST0372,Bank Transfer,416.7
PAY_EXTRA_4273,ORD00958,CUST0308,Bank Transfer,209.88
PAY_EXTRA_5825,ORD00178,CUST0052,Bank Transfer,127.45
PAY_EXTRA_6699,ORD01207,CUST0792,Credit Card,154.15
PAY_EXTRA_7243,ORD00867,CUST0788,Credit Card,815.52
PAY_EXTRA_449,ORD00619,CUST0612,Bank Transfer,79.58
PAY_EXTRA_2227,ORD01050,CUST0467,Credit Card,691.35
PAY_EXTRA_5756,ORD01889,CUST0894,PayPal,298.41
PAY_EXTRA_810,ORD00139,CUST0360,Bank Transfer,591.66
PAY_EXTRA_4180,ORD01708,CUST0622,Credit Card,1158.72
PAY_EXTRA_9000,ORD01181,CUST0015,PayPal,520.64
PAY_EXTRA_5438,ORD02122,CUST0806,PayPal,1225.75
PAY_EXTRA_7533,ORD02139,CUST0789,PayPal,1169.6
PAY_EXTRA_6369,ORD00536,CUST0242,Credit Card,291.8
PAY_EXTRA_8416,ORD01990,CUST0423,Credit Card,123.66
PAY_EXTRA_1477,ORD00023,CUST0542,PayPal,108.2
PAY_EXTRA_1790,ORD01346,CUST0505,PayPal,1062.12
PAY_EXTRA_2008,ORD01654,CUST0850,Credit Card,464.06
PAY_EXTRA_682,ORD00387,CUST0866,PayPal,325.44
PAY_EXTRA_2816,ORD01960,CUST0317,Credit Card,289.58
PAY_EXTRA_9431,ORD02066,CUST0014,Credit Card,303.04
PAY_EXTRA_3774,ORD02593,CUST0483,Bank Transfer,241.94
PAY_EXTRA_6495,ORD02860,CUST0346,Credit Card,206.82
PAY_EXTRA_8878,ORD00435,CUST0195,Credit Card,669.33
PAY_EXTRA_7361,ORD02328,CUST0005,PayPal,793.6
PAY_EXTRA_8366,ORD01352,CUST0975,Credit Card,272.86
PAY_EXTRA_7474,ORD02489,CUST0945,PayPal,78.68
PAY_EXTRA_46,ORD02617,CUST0436,Bank Transfer,253.75
PAY_EXTRA_30,ORD00026,CUST0788,Bank Transfer,725.72
PAY_EXTRA_8250,ORD00281,CUST0795,Bank Transfer,166.44
PAY_EXTRA_6935,ORD01657,CUST0302,PayPal,133.59
PAY_EXTRA_1468,ORD02469,CUST0822,Credit Card,100.04
PAY_EXTRA_1665,ORD01936,CUST0800,PayPal,232.72
PAY_EXTRA_1416,ORD01198,CUST0171,PayPal,841.68
PAY_EXTRA_6480,ORD00667,CUST0242,Bank Transfer,139.94
PAY_EXTRA_4852,ORD01128,CUST0507,PayPal,745.76
PAY_EXTRA_2470,ORD02926,CUST0503,Bank Transfer,230.31
PAY_EXTRA_4373,ORD00321,CUST0466,Credit Card,337.68
PAY_EXTRA_8524,ORD00341,CUST0885,Credit Card,579.0
PAY_EXTRA_429,ORD01023,CUST0117,Bank Transfer,1274.25
PAY_EXTRA_5244,ORD01719,CUST0551,Bank Transfer,143.72
PAY_EXTRA_2119,ORD00120,CUST0559,Credit Card,368.8
PAY_EXTRA_385,ORD01689,CUST0642,Credit Card,1005.72
PAY_EXTRA_1945,ORD02580,CUST0215,PayPal,1071.4
PAY_EXTRA_4224,ORD01833,CUST0424,Bank Transfer,357.68
PAY_EXTRA_473,ORD01707,CUST0297,Bank Transfer,743.4
PAY_EXTRA_2129,ORD01216,CUST0123,Bank Transfer,1293.1
PAY_EXTRA_6556,ORD02020,CUST0885,Bank Transfer,1096.76
PAY_EXTRA_6998,ORD01416,CUST0346,PayPal,183.35
PAY_EXTRA_1055,ORD01142,CUST0744,Bank Transfer,114.96
PAY_EXTRA_3274,ORD02995,CUST0310,PayPal,321.9
PAY_EXTRA_4961,ORD02352,CUST0341,Credit Card,442.64
PAY_EXTRA_5363,ORD00411,CUST0093,PayPal,47.16
PAY_EXTRA_5816,ORD00966,CUST0236,Credit Card,539.32
PAY_EXTRA_811,ORD01180,CUST0018,Bank Transfer,210.4
PAY_EXTRA_4573,ORD00436,CUST0094,Bank Transfer,685.36
PAY_EXTRA_6137,ORD01530,CUST0290,Credit Card,485.85
PAY_EXTRA_2388,ORD00149,CUST0002,Bank Transfer,259.27
PAY_EXTRA_9648,ORD01974,CUST0453,PayPal,853.72
PAY_EXTRA_6225,ORD01234,CUST0430,PayPal,1168.04
PAY_EXTRA_111,ORD02677,CUST0729,Bank Transfer,193.74
PAY_EXTRA_8909,ORD02099,CUST0791,Bank Transfer,292.54
PAY_EXTRA_1745,ORD00381,CUST0471,PayPal,85.95
PAY_EXTRA_7851,ORD01556,CUST0986,PayPal,88.41
PAY_EXTRA_1452,ORD00084,CUST0059,Bank Transfer,59.74
PAY_EXTRA_319,ORD02423,CUST0146,Bank Transfer,238.0
PAY_EXTRA_8593,ORD02518,CUST0083,PayPal,197.7
PAY_EXTRA_3333,ORD01297,CUST0786,Bank Transfer,398.07
PAY_EXTRA_1922,ORD02550,CUST0346,Bank Transfer,58.28
PAY_EXTRA_5865,ORD02936,CUST0260,Bank Transfer,346.53
PAY_EXTRA_9528,ORD02486,CUST0918,Credit Card,863.49
PAY_EXTRA_3685,ORD00085,CUST0872,Credit Card,276.57
PAY_EXTRA_4275,ORD02691,CUST0486,PayPal,543.03
PAY_EXTRA_4889,ORD02250,CUST0876,PayPal,377.36
PAY_EXTRA_5225,ORD00274,CUST0349,Credit Card,54.39
PAY_EXTRA_7472,ORD02954,CUST0646,PayPal,103.02
PAY_EXTRA_3605,ORD00656,CUST0677,PayPal,281.6
PAY_EXTRA_1052,ORD02374,CUST0214,Bank Transfer,140.94
PAY_EXTRA_4156,ORD00216,CUST0975,PayPal,768.92
PAY_EXTRA_9676,ORD01576,CUST0012,Bank Transfer,502.15
PAY_EXTRA_99,ORD01622,CUST0624,Bank Transfer,450.33
PAY_EXTRA_7508,ORD00940,CUST0968,Bank Transfer,277.14
PAY_EXTRA_1456,ORD02608,CUST0883,Credit Card,227.76
PAY_EXTRA_7688,ORD01830,CUST0268,Bank Transfer,164.28
PAY_EXTRA_4004,ORD00878,CUST0159,PayPal,589.45
PAY_EXTRA_6866,ORD00433,CUST0703,PayPal,302.75
PAY_EXTRA_4509,ORD00042,CUST0970,Bank Transfer,160.14
PAY_EXTRA_3299,ORD02397,CUST0001,Bank Transfer,68.94
PAY_EXTRA_3799,ORD01939,CUST0911,Credit Card,516.5
PAY_EXTRA_4281,ORD00254,CUST0459,Credit Card,186.92
PAY_EXTRA_9051,ORD01663,CUST0006,PayPal,442.1
PAY_EXTRA_6462,ORD02746,CUST0652,PayPal,167.04
PAY_EXTRA_7912,ORD01047,CUST0943,Credit Card,738.6
PAY_EXTRA_1414,ORD02672,CUST0809,PayPal,282.6
PAY_EXTRA_540,ORD02537,CUST0759,Bank Transfer,233.13
PAY_EXTRA_5815,ORD00853,CUST0120,Bank Transfer,355.8
PAY_EXTRA_8199,ORD01755,CUST0557,Bank Transfer,481.08
PAY_EXTRA_3680,ORD00226,CUST0111,Bank Transfer,362.35
PAY_EXTRA_754,ORD01709,CUST0784,PayPal,550.35
PAY_EXTRA_4196,ORD00146,CUST0447,Bank Transfer,1105.72
PAY_EXTRA_2650,ORD00431,CUST0455,PayPal,451.12
PAY_EXTRA_4522,ORD02425,CUST0536,Bank Transfer,978.32
PAY_EXTRA_9519,ORD01671,CUST0426,Bank Transfer,395.31
PAY_EXTRA_3118,ORD00702,CUST0169,Credit Card,247.12
PAY_EXTRA_3728,ORD02019,CUST0204,PayPal,385.44
PAY_EXTRA_3886,ORD02130,CUST0405,Bank Transfer,833.08
PAY_EXTRA_7107,ORD01034,CUST0597,PayPal,1042.68
PAY_EXTRA_8068,ORD02011,CUST0756,Credit Card,178.14
PAY_EXTRA_7325,ORD02448,CUST0802,Bank Transfer,835.74
PAY_EXTRA_8483,ORD00967,CUST0278,Credit Card,91.04
PAY_EXTRA_8767,ORD01744,CUST0457,PayPal,233.01
PAY_EXTRA_6500,ORD02598,CUST0648,PayPal,847.86
PAY_EXTRA_8426,ORD01783,CUST0527,Bank Transfer,443.79
PAY_EXTRA_7963,ORD01349,CUST0167,PayPal,254.03
PAY_EXTRA_601,ORD01835,CUST0260,PayPal,154.37
PAY_EXTRA_9249,ORD01488,CUST0324,Bank Transfer,157.78
PAY_EXTRA_8919,ORD01723,CUST0632,PayPal,88.2
PAY_EXTRA_6814,ORD02527,CUST0738,Bank Transfer,148.85
PAY_EXTRA_5411,ORD00929,CUST0760,Credit Card,589.48
PAY_EXTRA_8747,ORD01135,CUST0452,PayPal,279.5
PAY_EXTRA_5522,ORD02721,CUST0091,Credit Card,922.12
PAY_EXTRA_1044,ORD02787,CUST0988,PayPal,533.85
PAY_EXTRA_7334,ORD01161,CUST0881,Credit Card,222.83
PAY_EXTRA_1557,ORD01921,CUST0150,Bank Transfer,1455.15
PAY_EXTRA_3739,ORD00525,CUST0821,Bank Transfer,698.58
PAY_EXTRA_3522,ORD01198,CUST0171,PayPal,169.23
PAY_EXTRA_180,ORD00003,CUST0547,Bank Transfer,297.28
PAY_EXTRA_2115,ORD00737,CUST0901,PayPal,223.14
PAY_EXTRA_1699,ORD01385,CUST0839,Bank Transfer,148.38
PAY_EXTRA_1379,ORD02872,CUST0373,PayPal,197.25
PAY_EXTRA_7229,ORD01176,CUST0957,PayPal,89.6
PAY_EXTRA_9143,ORD00164,CUST0692,Credit Card,229.05
PAY_EXTRA_618,ORD00949,CUST0549,PayPal,71.94
PAY_EXTRA_3181,ORD00260,CUST0361,Bank Transfer,1063.4
PAY_EXTRA_9851,ORD00655,CUST0106,Credit Card,839.2
PAY_EXTRA_1600,ORD01497,CUST0393,Credit Card,483.75
PAY_EXTRA_5963,ORD01062,CUST0406,Credit Card,215.05
PAY_EXTRA_1615,ORD00368,CUST0647,Bank Transfer,1185.6
PAY_EXTRA_5920,ORD00032,CUST0862,Bank Transfer,328.8
PAY_EXTRA_9591,ORD02399,CUST0241,PayPal,1257.35
PAY_EXTRA_3891,ORD01654,CUST0850,Credit Card,720.45
PAY_EXTRA_2083,ORD01236,CUST0096,Credit Card,470.92
PAY_EXTRA_4574,ORD01097,CUST0794,Bank Transfer,722.67
PAY_EXTRA_5594,ORD00250,CUST0570,Credit Card,959.16
PAY_EXTRA_5121,ORD00692,CUST0627,Credit Card,77.29
PAY_EXTRA_4587,ORD01207,CUST0792,Credit Card,893.32
PAY_EXTRA_4902,ORD02525,CUST0753,Credit Card,187.11
PAY_EXTRA_8252,ORD01967,CUST0562,PayPal,813.1
PAY_EXTRA_5916,ORD00787,CUST0981,Credit Card,251.37
PAY_EXTRA_5129,ORD00663,CUST0373,Bank Transfer,166.99
PAY_EXTRA_8334,ORD01811,CUST0182,PayPal,86.3
PAY_EXTRA_1918,ORD00493,CUST0072,Credit Card,649.15
PAY_EXTRA_8330,ORD02323,CUST0751,Bank Transfer,492.4
PAY_EXTRA_5707,ORD00741,CUST0050,Credit Card,782.92
PAY_EXTRA_5384,ORD01345,CUST0993,Credit Card,282.72
PAY_EXTRA_6336,ORD02631,CUST0721,Bank Transfer,67.45
