order_id,customer_id,order_date,payment_type,order_status
ORD00041,CUST0132,2025-06-01,Bank Transfer,Cancelled
ORD02912,CUST0617,2025-05-28,PayPal,Shipped
ORD02759,CUST0852,2025-07-04,Credit Card,Shipped
ORD02218,CUST0532,2025-02-25,Bank Transfer,Cancelled
ORD01904,CUST0469,2024-09-10,Credit Card,Cancelled
ORD00058,CUST0249,2025-03-15,PayPal,Cancelled
ORD01798,CUST0900,2024-11-03,Bank Transfer,Processing
ORD02122,CUST0806,2025-04-22,PayPal,Delivered
ORD01651,CUST0990,2024-10-25,Bank Transfer,Shipped
ORD00979,CUST0238,2024-10-29,Credit Card,Processing
ORD02106,CUST0583,2025-06-06,Credit Card,Shipped
ORD00579,CUST0080,2024-08-09,PayPal,Shipped
ORD01048,CUST0852,2025-04-15,Bank Transfer,Delivered
ORD02935,CUST0708,2024-08-18,Bank Transfer,Delivered
ORD02572,CUST0121,2025-01-09,Bank Transfer,Shipped
ORD02970,CUST0051,2025-06-26,PayPal,Cancelled
ORD00110,CUST0704,2024-09-28,Bank Transfer,Processing
ORD02694,CUST0750,2025-05-04,PayPal,Shipped
ORD01322,CUST0310,2024-10-19,PayPal,Delivered
ORD00100,CUST0901,2024-10-13,Credit Card,Processing
ORD00497,CUST0320,2024-11-11,Bank Transfer,Processing
ORD01373,CUST0501,2024-11-05,Bank Transfer,Processing
ORD00182,CUST0851,2024-08-17,Bank Transfer,Cancelled
ORD01213,CUST0230,2024-11-14,PayPal,Delivered
ORD02519,CUST0664,2024-10-22,Credit Card,Delivered
ORD00958,CUST0308,2025-03-30,Bank Transfer,Shipped
ORD01122,CUST0712,2025-05-29,PayPal,Cancelled
ORD01021,CUST0334,2025-06-07,PayPal,Processing
ORD02842,CUST0320,2024-09-21,Bank Transfer,Cancelled
ORD01988,CUST0641,2025-01-12,Credit Card,Processing
ORD02035,CUST0325,2025-05-03,Bank Transfer,Processing
ORD02004,CUST0339,2024-12-18,Credit Card,Delivered
ORD00245,CUST0345,2025-06-11,Credit Card,Cancelled
ORD02784,CUST0518,2025-02-20,Bank Transfer,Shipped
ORD02264,CUST0626,2024-08-23,Bank Transfer,Delivered
ORD02866,CUST0387,2025-07-13,Bank Transfer,Cancelled
ORD01850,CUST0969,2025-04-10,Credit Card,Cancelled
ORD01585,CUST0091,2024-12-25,PayPal,Cancelled
ORD00745,CUST0138,2025-06-12,PayPal,Processing
ORD02692,CUST0819,2024-12-04,Bank Transfer,Cancelled
ORD01839,CUST0802,2024-11-19,Bank Transfer,Delivered
ORD02505,CUST0669,2025-01-09,Bank Transfer,Shipped
ORD01833,CUST0424,2025-04-02,Bank Transfer,Cancelled
ORD02632,CUST0882,2024-11-12,Bank Transfer,Shipped
ORD02809,CUST0689,2024-11-07,Credit Card,Cancelled
ORD01864,CUST0621,2025-01-30,Credit Card,Cancelled
ORD01454,CUST0575,2025-05-30,Bank Transfer,Processing
ORD00827,CUST0810,2025-07-15,PayPal,Delivered
ORD00253,CUST0708,2024-08-23,PayPal,Cancelled
ORD02760,CUST0428,2024-12-26,PayPal,Shipped
ORD02058,CUST0114,2024-09-12,Credit Card,Shipped
ORD02067,CUST0951,2024-12-30,Credit Card,Cancelled
ORD02911,CUST0881,2024-09-29,Credit Card,Processing
ORD01875,CUST0494,2024-10-23,Credit Card,Processing
ORD00070,CUST0828,2024-11-14,Bank Transfer,Shipped
ORD00969,CUST0184,2025-01-16,PayPal,Shipped
ORD01301,CUST0783,2025-04-24,Credit Card,Cancelled
ORD01910,CUST0243,2025-05-17,PayPal,Cancelled
ORD00371,CUST0455,2025-06-23,Credit Card,Processing
ORD02319,CUST0797,2024-11-26,Credit Card,Shipped
ORD00029,CUST0977,2025-04-02,Bank Transfer,Processing
ORD00243,CUST0286,2024-12-11,PayPal,Delivered
ORD02447,CUST0828,2024-09-11,Credit Card,Processing
ORD00799,CUST0207,2024-10-07,Bank Transfer,Processing
ORD00385,CUST0602,2024-09-26,PayPal,Cancelled
ORD02257,CUST0051,2025-06-16,Credit Card,Delivered
ORD02204,CUST0486,2024-11-13,Credit Card,Delivered
ORD01674,CUST0340,2024-12-05,PayPal,Processing
ORD00849,CUST0080,2025-07-11,Bank Transfer,Shipped
ORD01472,CUST0301,2024-09-21,Credit Card,Cancelled
ORD02045,CUST0889,2025-07-17,Bank Transfer,Delivered
ORD02658,CUST0296,2025-01-06,Credit Card,Shipped
ORD00291,CUST0706,2024-10-28,Bank Transfer,Cancelled
ORD01837,CUST0754,2024-08-10,Credit Card,Shipped
ORD01151,CUST0073,2024-08-29,Credit Card,Cancelled
ORD02020,CUST0885,2025-05-18,Bank Transfer,Delivered
ORD00424,CUST0398,2024-08-12,PayPal,Processing
ORD01723,CUST0632,2024-10-17,PayPal,Delivered
ORD01628,CUST0729,2024-11-26,Bank Transfer,Delivered
ORD02374,CUST0214,2024-09-02,Bank Transfer,Cancelled
ORD00045,CUST0731,2024-12-03,PayPal,Cancelled
ORD01647,CUST0244,2025-06-27,Bank Transfer,Processing
ORD01672,CUST0095,2024-08-21,PayPal,Delivered
ORD02074,CUST0968,2025-06-26,Credit Card,Shipped
ORD00642,CUST0835,2024-12-06,Bank Transfer,Cancelled
ORD00722,CUST0451,2024-11-21,PayPal,Cancelled
ORD00938,CUST0189,2025-04-09,Bank Transfer,Shipped
ORD00492,CUST0891,2025-07-01,Credit Card,Cancelled
ORD01823,CUST0264,2025-03-17,Credit Card,Shipped
ORD01067,CUST0375,2025-01-03,PayPal,Delivered
ORD02531,CUST0990,2025-03-02,Credit Card,Shipped
ORD02954,CUST0646,2025-04-14,PayPal,Delivered
ORD00183,CUST0919,2024-12-20,Credit Card,Cancelled
ORD00252,CUST0501,2025-03-01,Bank Transfer,Delivered
ORD02606,CUST0592,2025-06-11,Bank Transfer,Delivered
ORD02783,CUST0361,2024-10-02,Credit Card,Delivered
ORD01960,CUST0317,2025-02-08,Credit Card,Delivered
ORD02179,CUST0090,2024-09-06,Bank Transfer,Cancelled
ORD01309,CUST0556,2025-07-17,PayPal,Delivered
ORD01060,CUST0817,2024-12-14,PayPal,Delivered
ORD00785,CUST0560,2024-09-19,PayPal,Processing
ORD00923,CUST0316,2025-05-10,PayPal,Processing
ORD01087,CUST0835,2025-07-16,PayPal,Cancelled
ORD00384,CUST0076,2024-10-23,PayPal,Processing
ORD00202,CUST0500,2024-12-03,Credit Card,Processing
ORD01387,CUST0587,2025-01-09,Credit Card,Cancelled
ORD01441,CUST0878,2024-11-04,Credit Card,Delivered
ORD00015,CUST0920,2024-08-26,Bank Transfer,Cancelled
ORD01374,CUST0094,2025-03-04,Bank Transfer,Cancelled
ORD00687,CUST0813,2024-12-20,PayPal,Delivered
ORD01887,CUST0511,2024-11-08,Bank Transfer,Delivered
ORD00175,CUST0152,2024-09-21,Bank Transfer,Shipped
ORD00732,CUST0885,2025-01-03,Bank Transfer,Cancelled
ORD01856,CUST1000,2025-05-08,Credit Card,Shipped
ORD02915,CUST0407,2024-10-19,Bank Transfer,Delivered
ORD02863,CUST0582,2025-02-02,Bank Transfer,Cancelled
ORD00811,CUST0293,2025-05-11,Bank Transfer,Shipped
ORD01092,CUST0300,2025-01-09,Credit Card,Processing
ORD01987,CUST0270,2025-07-12,Credit Card,Cancelled
ORD00647,CUST0448,2024-10-20,PayPal,Cancelled
ORD02457,CUST0774,2025-04-10,Credit Card,Shipped
ORD02370,CUST0411,2025-02-03,Bank Transfer,Cancelled
ORD02171,CUST0356,2025-01-28,Bank Transfer,Processing
ORD00632,CUST0791,2024-12-19,Bank Transfer,Processing
ORD02537,CUST0759,2024-12-19,Bank Transfer,Delivered
ORD00311,CUST0482,2024-11-29,Bank Transfer,Cancelled
ORD00731,CUST0052,2024-10-06,PayPal,Cancelled
ORD00266,CUST0103,2025-02-22,Credit Card,Processing
ORD01230,CUST0974,2024-08-12,PayPal,Shipped
ORD02596,CUST0183,2025-06-14,PayPal,Processing
ORD00079,CUST0159,2025-04-23,Credit Card,Processing
ORD00771,CUST0739,2025-02-09,Credit Card,Cancelled
ORD00475,CUST0763,2025-07-19,Bank Transfer,Processing
ORD00379,CUST0510,2024-07-29,Bank Transfer,Delivered
ORD00359,CUST0016,2025-01-14,Bank Transfer,Delivered
ORD02580,CUST0215,2025-07-20,PayPal,Processing
ORD02452,CUST0771,2025-04-16,PayPal,Cancelled
ORD01438,CUST0767,2025-05-15,Bank Transfer,Shipped
ORD01897,CUST0920,2025-03-29,Bank Transfer,Processing
ORD01197,CUST0509,2024-09-01,PayPal,Processing
ORD01766,CUST0225,2024-11-06,PayPal,Delivered
ORD02133,CUST0796,2025-04-05,PayPal,Processing
ORD02892,CUST0958,2025-04-14,Bank Transfer,Shipped
ORD01157,CUST0625,2024-11-19,Bank Transfer,Delivered
ORD00855,CUST0094,2025-06-23,Bank Transfer,Cancelled
ORD02062,CUST0102,2025-02-27,Credit Card,Cancelled
ORD01695,CUST0025,2025-04-21,PayPal,Processing
ORD00866,CUST0294,2025-02-11,PayPal,Delivered
ORD02502,CUST0073,2025-07-09,Bank Transfer,Processing
ORD00781,CUST0575,2024-11-21,PayPal,Cancelled
ORD01408,CUST0393,2025-06-04,Bank Transfer,Cancelled
ORD02516,CUST0411,2025-05-10,Credit Card,Shipped
ORD02217,CUST0468,2025-02-03,Credit Card,Delivered
ORD02410,CUST0999,2024-08-29,Credit Card,Shipped
ORD02621,CUST0710,2024-10-15,Bank Transfer,Cancelled
ORD02950,CUST0716,2025-03-30,PayPal,Shipped
ORD01790,CUST0663,2025-06-17,PayPal,Shipped
ORD01573,CUST0444,2024-09-17,Bank Transfer,Delivered
ORD00023,CUST0542,2025-02-05,PayPal,Shipped
ORD01706,CUST0951,2025-05-22,Bank Transfer,Shipped
ORD01506,CUST0172,2025-02-06,Credit Card,Shipped
ORD01937,CUST0333,2024-09-13,Bank Transfer,Cancelled
ORD00404,CUST0544,2025-01-04,Bank Transfer,Processing
ORD00909,CUST0945,2025-05-17,PayPal,Processing
ORD02380,CUST0334,2024-08-25,Bank Transfer,Shipped
ORD02551,CUST0333,2025-01-26,Credit Card,Delivered
ORD02948,CUST0949,2024-09-10,PayPal,Cancelled
ORD01250,CUST0160,2024-08-26,Credit Card,Delivered
ORD02260,CUST0684,2025-01-09,Bank Transfer,Processing
ORD02567,CUST0245,2025-01-14,Credit Card,Shipped
ORD02969,CUST0204,2025-07-12,PayPal,Delivered
ORD00877,CUST0254,2024-12-01,PayPal,Processing
ORD02096,CUST0912,2024-09-06,PayPal,Shipped
ORD00181,CUST0973,2025-03-12,PayPal,Cancelled
ORD01784,CUST0217,2024-10-19,Credit Card,Delivered
ORD02612,CUST0336,2025-04-24,PayPal,Delivered
ORD00346,CUST0887,2025-03-31,Credit Card,Cancelled
ORD01805,CUST0172,2025-04-11,Bank Transfer,Processing
ORD00043,CUST0272,2025-04-21,Bank Transfer,Cancelled
ORD01327,CUST0229,2025-06-10,Bank Transfer,Delivered
ORD01437,CUST0353,2025-01-11,Credit Card,Processing
ORD01559,CUST0116,2025-02-04,Credit Card,Shipped
ORD02604,CUST0226,2024-11-12,PayPal,Delivered
ORD00659,CUST0360,2024-12-07,PayPal,Shipped
ORD00920,CUST0407,2025-06-13,Credit Card,Processing
ORD02802,CUST0468,2024-08-09,Bank Transfer,Processing
ORD01858,CUST0686,2024-09-22,PayPal,Cancelled
ORD02782,CUST0972,2025-06-08,Bank Transfer,Processing
ORD01630,CUST0704,2024-08-14,PayPal,Delivered
ORD00576,CUST0974,2024-09-19,Credit Card,Processing
ORD00941,CUST0783,2024-12-28,Credit Card,Cancelled
ORD01777,CUST0530,2024-12-02,PayPal,Cancelled
ORD01613,CUST0675,2024-08-28,Bank Transfer,Delivered
ORD00968,CUST0701,2024-10-14,PayPal,Shipped
ORD00324,CUST0674,2025-03-02,Bank Transfer,Cancelled
ORD02006,CUST0074,2025-02-15,Bank Transfer,Cancelled
ORD01997,CUST0191,2024-11-07,Credit Card,Processing
ORD02463,CUST0544,2024-11-20,PayPal,Shipped
ORD02666,CUST0023,2025-04-08,Credit Card,Processing
ORD01423,CUST0936,2024-07-24,PayPal,Cancelled
ORD02323,CUST0751,2024-09-20,Bank Transfer,Processing
ORD00365,CUST0978,2024-10-29,PayPal,Cancelled
ORD00409,CUST0773,2025-04-07,Credit Card,Cancelled
ORD01715,CUST0306,2025-07-09,Bank Transfer,Processing
ORD02549,CUST0065,2024-08-13,Credit Card,Cancelled
ORD00292,CUST0299,2024-10-19,Credit Card,Delivered
ORD01001,CUST0798,2024-09-21,Credit Card,Delivered
ORD01358,CUST0966,2024-11-26,Bank Transfer,Delivered
ORD01564,CUST0798,2025-06-28,PayPal,Shipped
ORD01570,CUST0722,2025-01-17,Bank Transfer,Delivered
ORD01267,CUST0013,2024-11-16,Credit Card,Delivered
ORD01730,CUST0975,2025-04-29,PayPal,Processing
ORD01439,CUST0292,2024-08-13,Credit Card,Cancelled
ORD00332,CUST0727,2024-10-05,Credit Card,Processing
ORD00739,CUST0518,2024-09-29,PayPal,Delivered
ORD00484,CUST0230,2024-08-21,Credit Card,Processing
ORD00897,CUST0996,2024-08-17,PayPal,Cancelled
ORD00833,CUST0268,2025-01-20,PayPal,Delivered
ORD02930,CUST0901,2025-02-23,Credit Card,Processing
ORD02729,CUST0230,2025-05-27,Credit Card,Shipped
ORD00684,CUST0564,2025-03-16,Bank Transfer,Processing
ORD00284,CUST0313,2025-04-02,Bank Transfer,Shipped
ORD00710,CUST0607,2025-04-07,Bank Transfer,Delivered
ORD00294,CUST0720,2024-12-02,PayPal,Shipped
ORD01015,CUST0343,2025-03-16,PayPal,Delivered
ORD02885,CUST0205,2025-01-15,PayPal,Cancelled
ORD02574,CUST0476,2025-07-12,Bank Transfer,Delivered
ORD00892,CUST0677,2024-12-29,Bank Transfer,Delivered
ORD01574,CUST0494,2024-12-30,PayPal,Cancelled
ORD01324,CUST0811,2024-09-19,Bank Transfer,Cancelled
ORD01493,CUST0215,2025-05-09,Credit Card,Delivered
ORD02827,CUST0695,2025-04-13,Credit Card,Delivered
ORD01571,CUST0979,2024-07-29,Bank Transfer,Processing
ORD01244,CUST0243,2024-08-13,PayPal,Processing
ORD00442,CUST0337,2024-10-23,Credit Card,Shipped
ORD00503,CUST0498,2024-11-18,Bank Transfer,Cancelled
ORD00117,CUST0565,2024-11-05,Bank Transfer,Cancelled
ORD01385,CUST0839,2024-10-02,Bank Transfer,Cancelled
ORD01304,CUST0826,2025-06-22,Bank Transfer,Processing
ORD02165,CUST0888,2025-04-11,Bank Transfer,Shipped
ORD02318,CUST0115,2025-03-23,PayPal,Shipped
ORD01079,CUST0429,2025-01-09,Bank Transfer,Delivered
ORD02160,CUST0679,2024-09-22,Bank Transfer,Processing
ORD02136,CUST0434,2024-09-17,PayPal,Processing
ORD01956,CUST0960,2025-01-24,PayPal,Shipped
ORD01382,CUST0828,2025-01-11,Bank Transfer,Cancelled
ORD02992,CUST0054,2025-03-27,PayPal,Delivered
ORD00836,CUST0268,2025-02-26,Bank Transfer,Processing
ORD00755,CUST0774,2024-11-26,Credit Card,Delivered
ORD01465,CUST0415,2025-06-15,PayPal,Shipped
ORD00414,CUST0599,2024-11-16,PayPal,Processing
ORD01379,CUST0858,2025-01-22,PayPal,Shipped
ORD00205,CUST0742,2025-01-08,Credit Card,Cancelled
ORD02027,CUST0705,2025-07-03,Bank Transfer,Delivered
ORD02678,CUST0187,2024-07-31,Credit Card,Delivered
ORD02828,CUST0392,2025-05-23,Bank Transfer,Processing
ORD01659,CUST0986,2024-10-30,Credit Card,Shipped
ORD02861,CUST0552,2025-05-05,PayPal,Shipped
ORD01434,CUST0698,2025-05-13,Credit Card,Delivered
ORD01832,CUST0697,2024-11-18,PayPal,Delivered
ORD01663,CUST0006,2024-07-27,PayPal,Cancelled
ORD01736,CUST0711,2025-03-24,Bank Transfer,Delivered
ORD00033,CUST0157,2024-10-17,PayPal,Delivered
ORD00072,CUST0993,2025-03-25,Credit Card,Delivered
ORD02573,CUST0634,2024-08-28,PayPal,Delivered
ORD02125,CUST0562,2025-07-16,PayPal,Processing
ORD00348,CUST0341,2024-08-16,Bank Transfer,Cancelled
ORD00495,CUST0386,2024-10-26,PayPal,Cancelled
ORD01088,CUST0419,2025-02-18,Bank Transfer,Cancelled
ORD02473,CUST0533,2024-08-22,PayPal,Delivered
ORD00394,CUST0853,2024-09-25,PayPal,Delivered
ORD00501,CUST0691,2025-02-19,Credit Card,Processing
ORD01274,CUST0927,2024-08-16,PayPal,Shipped
ORD02825,CUST0031,2025-06-18,Credit Card,Shipped
ORD00322,CUST0259,2025-07-22,PayPal,Shipped
ORD00688,CUST0125,2025-07-08,Credit Card,Delivered
ORD02359,CUST0935,2025-07-06,PayPal,Cancelled
ORD01424,CUST0778,2025-04-05,Bank Transfer,Processing
ORD01007,CUST0283,2025-02-28,PayPal,Processing
ORD00435,CUST0195,2025-06-19,Credit Card,Cancelled
ORD00614,CUST0562,2024-10-01,Bank Transfer,Cancelled
ORD00496,CUST0350,2024-12-14,Credit Card,Processing
ORD02767,CUST0228,2025-02-01,Credit Card,Delivered
ORD01885,CUST0224,2024-08-16,Bank Transfer,Processing
ORD00801,CUST0141,2025-04-20,Credit Card,Delivered
ORD00932,CUST0338,2024-11-06,Credit Card,Cancelled
ORD00882,CUST0212,2024-09-15,Credit Card,Shipped
ORD02328,CUST0005,2025-03-26,PayPal,Shipped
ORD02100,CUST0942,2024-10-19,Bank Transfer,Delivered
ORD00772,CUST0175,2025-04-07,Bank Transfer,Cancelled
ORD01530,CUST0290,2025-07-21,Credit Card,Shipped
ORD02450,CUST0352,2025-06-10,Credit Card,Delivered
ORD01984,CUST0405,2024-09-03,Credit Card,Delivered
ORD02814,CUST0373,2025-04-10,Credit Card,Processing
ORD01893,CUST0943,2024-08-28,Credit Card,Cancelled
ORD00459,CUST0503,2024-11-23,Bank Transfer,Cancelled
ORD01390,CUST0515,2025-01-30,Bank Transfer,Delivered
ORD02115,CUST0650,2025-04-05,Bank Transfer,Cancelled
ORD02638,CUST0528,2025-01-03,Bank Transfer,Processing
ORD02205,CUST0198,2024-11-28,Credit Card,Shipped
ORD02135,CUST0116,2024-08-20,Bank Transfer,Cancelled
ORD02909,CUST0660,2025-04-21,Credit Card,Cancelled
ORD01352,CUST0975,2024-08-24,Credit Card,Shipped
ORD00988,CUST0085,2024-10-19,PayPal,Delivered
ORD01253,CUST0988,2025-02-25,Credit Card,Cancelled
ORD01217,CUST0184,2025-06-26,Credit Card,Shipped
ORD00349,CUST0467,2024-12-27,PayPal,Delivered
ORD01255,CUST0873,2025-01-01,Credit Card,Shipped
ORD01744,CUST0457,2025-01-11,PayPal,Processing
ORD01219,CUST0899,2025-01-30,PayPal,Processing
ORD02208,CUST0761,2025-02-02,Bank Transfer,Delivered
ORD00524,CUST0022,2025-02-23,PayPal,Delivered
ORD02303,CUST0579,2025-05-20,Bank Transfer,Processing
ORD00970,CUST0985,2024-11-27,Credit Card,Delivered
ORD01102,CUST0270,2024-08-26,PayPal,Shipped
ORD00412,CUST0271,2024-09-22,Bank Transfer,Shipped
ORD01150,CUST0711,2024-07-30,Credit Card,Cancelled
ORD02036,CUST0825,2024-08-29,PayPal,Delivered
ORD02980,CUST0615,2025-07-22,Credit Card,Processing
ORD01619,CUST0749,2025-06-27,Credit Card,Shipped
ORD00644,CUST0293,2025-06-07,PayPal,Shipped
ORD00589,CUST0317,2024-10-13,PayPal,Delivered
ORD01154,CUST0903,2024-12-28,PayPal,Delivered
ORD02044,CUST0750,2025-04-16,PayPal,Processing
ORD02024,CUST0599,2024-10-15,Credit Card,Cancelled
ORD02918,CUST0509,2025-05-27,Credit Card,Delivered
ORD01457,CUST0284,2024-09-23,Bank Transfer,Processing
ORD00301,CUST0610,2024-07-26,Bank Transfer,Processing
ORD02925,CUST0419,2025-02-24,PayPal,Shipped
ORD02349,CUST0089,2024-08-28,PayPal,Cancelled
ORD00355,CUST0508,2024-10-28,Credit Card,Delivered
ORD00934,CUST0564,2025-01-28,Bank Transfer,Processing
ORD02762,CUST0492,2025-01-10,PayPal,Processing
ORD02812,CUST0411,2024-08-15,Bank Transfer,Shipped
ORD00019,CUST0157,2024-08-04,Bank Transfer,Delivered
ORD01158,CUST0451,2025-04-07,PayPal,Delivered
ORD01225,CUST0476,2025-01-22,PayPal,Cancelled
ORD00221,CUST0686,2024-11-16,Credit Card,Delivered
ORD00613,CUST0263,2024-08-02,Credit Card,Delivered
ORD01896,CUST0636,2025-03-30,PayPal,Cancelled
ORD02105,CUST0095,2025-05-18,Bank Transfer,Cancelled
ORD02959,CUST0868,2025-06-10,Bank Transfer,Cancelled
ORD02506,CUST0956,2024-08-09,Credit Card,Cancelled
ORD01181,CUST0015,2025-05-08,PayPal,Delivered
ORD02560,CUST0901,2025-06-19,PayPal,Shipped
ORD01759,CUST0407,2025-05-25,PayPal,Shipped
ORD01395,CUST0700,2024-11-30,PayPal,Delivered
ORD02220,CUST0529,2025-04-09,Bank Transfer,Shipped
ORD00455,CUST0745,2025-04-05,Bank Transfer,Processing
ORD02368,CUST0334,2025-03-15,Bank Transfer,Shipped
ORD02758,CUST0224,2025-01-09,Credit Card,Delivered
ORD00116,CUST0166,2024-12-18,Bank Transfer,Cancelled
ORD01822,CUST0291,2025-07-14,Bank Transfer,Cancelled
ORD02134,CUST0702,2024-12-26,Bank Transfer,Shipped
ORD00753,CUST0132,2025-03-16,Credit Card,Cancelled
ORD01729,CUST0744,2025-05-13,Bank Transfer,Cancelled
ORD00176,CUST0915,2025-03-24,Credit Card,Cancelled
ORD01064,CUST0399,2024-12-03,Credit Card,Delivered
ORD02820,CUST0365,2025-05-11,PayPal,Cancelled
ORD02748,CUST0527,2025-06-23,Credit Card,Delivered
ORD02114,CUST0766,2025-07-19,Bank Transfer,Shipped
ORD02738,CUST0890,2025-06-05,PayPal,Cancelled
ORD00724,CUST0622,2024-12-29,Credit Card,Processing
ORD02720,CUST0068,2024-09-14,Bank Transfer,Cancelled
ORD02766,CUST0030,2024-10-04,Bank Transfer,Shipped
ORD00095,CUST0469,2025-06-12,PayPal,Shipped
ORD02686,CUST0125,2024-10-30,Credit Card,Cancelled
ORD01112,CUST0976,2024-12-18,Bank Transfer,Shipped
ORD02210,CUST0182,2025-01-07,PayPal,Cancelled
ORD02352,CUST0341,2025-02-05,Credit Card,Shipped
ORD02719,CUST0487,2025-06-04,Bank Transfer,Processing
ORD02965,CUST0187,2025-05-18,PayPal,Cancelled
ORD01580,CUST0247,2025-05-23,PayPal,Processing
ORD02003,CUST0381,2024-11-27,PayPal,Shipped
ORD02382,CUST0316,2025-03-31,PayPal,Shipped
ORD00754,CUST0383,2025-04-04,PayPal,Processing
ORD02517,CUST0375,2025-05-24,Bank Transfer,Processing
ORD02976,CUST0122,2024-11-19,Credit Card,Delivered
ORD00809,CUST0489,2024-07-26,Bank Transfer,Delivered
ORD02348,CUST0109,2025-06-21,PayPal,Shipped
ORD01271,CUST0940,2024-11-19,Credit Card,Shipped
ORD02039,CUST0257,2024-11-22,Credit Card,Cancelled
ORD02578,CUST0687,2025-07-02,Credit Card,Shipped
ORD01922,CUST0485,2025-07-08,Credit Card,Delivered
ORD02155,CUST0386,2025-03-01,Bank Transfer,Shipped
ORD00076,CUST0389,2024-12-11,Credit Card,Cancelled
ORD02562,CUST0949,2024-11-11,Credit Card,Processing
ORD01533,CUST0367,2024-10-05,Bank Transfer,Cancelled
ORD00035,CUST0614,2025-03-09,PayPal,Cancelled
ORD01890,CUST0235,2025-06-18,Credit Card,Delivered
ORD00542,CUST0885,2025-06-17,Bank Transfer,Processing
ORD02358,CUST0148,2025-05-06,Bank Transfer,Processing
ORD01016,CUST0308,2025-03-16,PayPal,Delivered
ORD02628,CUST1000,2025-02-13,PayPal,Cancelled
ORD01265,CUST0097,2025-07-11,PayPal,Shipped
ORD02291,CUST0308,2024-09-01,Bank Transfer,Processing
ORD02634,CUST0544,2024-11-17,Credit Card,Processing
ORD01312,CUST0021,2025-05-27,Bank Transfer,Cancelled
ORD02491,CUST0264,2024-09-12,Credit Card,Shipped
ORD00891,CUST0243,2025-01-01,PayPal,Delivered
ORD00911,CUST0053,2024-12-18,PayPal,Cancelled
ORD01549,CUST0098,2024-12-19,Credit Card,Shipped
ORD01396,CUST0843,2024-11-25,Bank Transfer,Delivered
ORD00413,CUST0466,2024-10-05,PayPal,Processing
ORD00270,CUST0567,2025-06-27,PayPal,Delivered
ORD01405,CUST0948,2024-11-12,Credit Card,Shipped
ORD00944,CUST0010,2025-06-15,Credit Card,Cancelled
ORD01330,CUST0972,2024-08-16,Bank Transfer,Cancelled
ORD02819,CUST0775,2025-05-31,Bank Transfer,Cancelled
ORD01440,CUST0051,2024-10-11,Credit Card,Delivered
ORD02203,CUST0189,2024-10-31,PayPal,Cancelled
ORD02895,CUST0155,2025-04-09,Bank Transfer,Processing
ORD02584,CUST0162,2024-12-24,Credit Card,Cancelled
ORD02936,CUST0260,2024-11-21,Bank Transfer,Cancelled
ORD01095,CUST0563,2025-03-11,Bank Transfer,Shipped
ORD02648,CUST0329,2025-03-12,PayPal,Processing
ORD00434,CUST0063,2024-08-24,PayPal,Processing
ORD02112,CUST0357,2024-08-03,PayPal,Cancelled
ORD00736,CUST0528,2025-04-13,PayPal,Cancelled
ORD00167,CUST0528,2024-09-15,Bank Transfer,Processing
ORD00620,CUST0648,2024-12-30,Bank Transfer,Delivered
ORD02488,CUST0677,2025-06-29,Credit Card,Cancelled
ORD01339,CUST0842,2024-11-13,Bank Transfer,Processing
ORD01625,CUST0825,2025-07-09,Credit Card,Delivered
ORD01347,CUST0560,2024-11-06,PayPal,Shipped
ORD01132,CUST0916,2024-07-27,Bank Transfer,Shipped
ORD02287,CUST0359,2025-03-31,Bank Transfer,Delivered
ORD01602,CUST0561,2025-02-19,Bank Transfer,Processing
ORD02508,CUST0927,2024-12-12,PayPal,Shipped
ORD00154,CUST0683,2024-10-27,PayPal,Processing
ORD01846,CUST0228,2024-09-14,PayPal,Shipped
ORD01785,CUST0162,2025-06-23,PayPal,Shipped
ORD01372,CUST0316,2025-06-08,PayPal,Cancelled
ORD00952,CUST0941,2024-12-24,Credit Card,Delivered
ORD01489,CUST0798,2024-10-06,Credit Card,Cancelled
ORD00560,CUST0397,2025-04-24,PayPal,Processing
ORD02200,CUST0082,2025-05-18,Bank Transfer,Cancelled
ORD00951,CUST0826,2025-07-11,Credit Card,Shipped
ORD00189,CUST0241,2025-02-23,PayPal,Processing
ORD00260,CUST0361,2025-02-15,Bank Transfer,Cancelled
ORD02677,CUST0729,2025-02-24,Bank Transfer,Processing
ORD00807,CUST0988,2025-04-04,Bank Transfer,Delivered
ORD00627,CUST0400,2024-11-04,PayPal,Shipped
ORD02144,CUST0776,2024-12-17,Bank Transfer,Shipped
ORD02244,CUST0430,2024-12-28,PayPal,Processing
ORD02943,CUST0216,2025-05-18,Credit Card,Cancelled
ORD00478,CUST0687,2024-08-21,Credit Card,Cancelled
ORD01525,CUST0712,2025-02-23,Bank Transfer,Shipped
ORD01794,CUST0913,2024-08-28,Bank Transfer,Delivered
ORD02662,CUST0301,2024-10-25,PayPal,Delivered
ORD01974,CUST0453,2024-11-18,PayPal,Processing
ORD00460,CUST0076,2025-07-22,Credit Card,Processing
ORD00604,CUST0515,2025-07-20,PayPal,Delivered
ORD01707,CUST0297,2025-05-09,Bank Transfer,Processing
ORD01747,CUST0862,2024-12-12,PayPal,Delivered
ORD01084,CUST0323,2024-11-05,PayPal,Shipped
ORD00060,CUST0675,2025-06-02,PayPal,Processing
ORD02511,CUST0865,2024-10-24,Bank Transfer,Shipped
ORD00634,CUST0560,2024-08-08,PayPal,Delivered
