order_id,product_id,quantity,unit_price,total_price
ORD01652,PROD0024,4,127.85,511.4
ORD01508,PROD0079,4,65.25,261.0
ORD00766,PROD0082,3,17.53,52.59
ORD00161,PROD0055,4,16.23,64.92
ORD01438,PROD0062,1,296.83,296.83
ORD02580,PROD0061,3,183.15,549.45
ORD02229,PROD0044,2,48.84,97.68
ORD01124,PROD0019,3,42.34,127.02
ORD01460,PROD0095,2,209.65,419.3
ORD00002,PROD0075,1,124.62,124.62
ORD01732,PROD0060,3,237.69,713.07
ORD00011,PROD0055,2,174.24,348.48
ORD01583,PROD0052,2,77.02,154.04
ORD00901,PROD0039,5,39.92,199.6
ORD02179,PROD0030,3,154.61,463.83
ORD01221,PROD0063,4,32.8,131.2
ORD00557,PROD0053,4,286.91,1147.64
ORD02556,PROD0098,3,115.98,347.94
ORD00357,PROD0066,2,67.8,135.6
ORD02978,PROD0025,1,276.87,276.87
ORD02429,PROD0056,5,20.5,102.5
ORD02269,PROD0012,5,214.34,1071.7
ORD02143,PROD0072,5,115.04,575.2
ORD00914,PROD0061,1,27.36,27.36
ORD01064,PROD0050,2,80.79,161.58
ORD02824,PROD0071,4,103.68,414.72
ORD00635,PROD0080,1,196.63,196.63
ORD01003,PROD0044,1,287.09,287.09
ORD02976,PROD0094,2,50.67,101.34
ORD00106,PROD0025,5,39.14,195.7
ORD00276,PROD0012,2,260.54,521.08
ORD00220,PROD0046,5,81.06,405.3
ORD00866,PROD0060,4,59.41,237.64
ORD01777,PROD0069,1,274.2,274.2
ORD02251,PROD0016,3,43.23,129.69
ORD00352,PROD0089,4,38.28,153.12
ORD02309,PROD0091,5,139.7,698.5
ORD01878,PROD0005,3,13.08,39.24
ORD02950,PROD0012,1,54.73,54.73
ORD00331,PROD0023,5,47.65,238.25
ORD02819,PROD0009,4,254.16,1016.64
ORD02613,PROD0087,4,224.66,898.64
ORD02722,PROD0081,3,260.49,781.47
ORD01032,PROD0042,2,248.21,496.42
ORD02452,PROD0084,4,97.09,388.36
ORD00915,PROD0095,5,49.39,246.95
ORD01709,PROD0086,4,44.98,179.92
ORD00755,PROD0053,3,263.63,790.89
ORD01243,PROD0029,5,16.54,82.7
ORD00169,PROD0026,3,195.26,585.78
ORD00832,PROD0008,5,252.12,1260.6
ORD01672,PROD0058,4,269.94,1079.76
ORD01454,PROD0033,2,182.88,365.76
ORD02561,PROD0055,4,149.84,599.36
ORD01392,PROD0030,2,200.55,401.1
ORD01968,PROD0039,2,61.58,123.16
ORD00074,PROD0065,1,74.52,74.52
ORD00697,PROD0005,5,150.39,751.95
ORD02724,PROD0017,2,190.03,380.06
ORD00497,PROD0075,2,128.19,256.38
ORD01596,PROD0075,5,22.28,111.4
ORD01426,PROD0030,3,294.49,883.47
ORD02689,PROD0004,4,104.3,417.2
ORD01993,PROD0079,1,277.53,277.53
ORD01136,PROD0006,4,282.09,1128.36
ORD00855,PROD0026,5,10.96,54.8
ORD00860,PROD0060,3,148.54,445.62
ORD02741,PROD0009,5,298.14,1490.7
ORD00456,PROD0064,5,56.12,280.6
ORD01420,PROD0035,3,255.67,767.01
ORD01925,PROD0092,3,36.8,110.4
ORD02588,PROD0038,2,54.67,109.34
ORD02925,PROD0075,1,196.92,196.92
ORD02475,PROD0087,4,110.28,441.12
ORD01292,PROD0039,3,166.27,498.81
ORD00139,PROD0083,5,180.28,901.4
ORD01156,PROD0044,3,178.54,535.62
ORD00767,PROD0098,2,36.15,72.3
ORD01798,PROD0079,5,37.46,187.3
ORD00825,PROD0089,4,292.14,1168.56
ORD02632,PROD0099,4,115.2,460.8
ORD01130,PROD0008,2,50.02,100.04
ORD01058,PROD0084,3,263.36,790.08
ORD00557,PROD0036,5,28.37,141.85
ORD00192,PROD0071,2,175.18,350.36
ORD00960,PROD0043,1,64.47,64.47
ORD02423,PROD0092,2,185.29,370.58
ORD02746,PROD0031,1,233.57,233.57
ORD02819,PROD0081,5,233.84,1169.2
ORD01414,PROD0094,4,168.45,673.8
ORD02349,PROD0069,1,273.72,273.72
ORD02455,PROD0020,3,43.32,129.96
ORD00775,PROD0043,5,96.82,484.1
ORD02907,PROD0029,1,109.92,109.92
ORD00619,PROD0062,4,101.43,405.72
ORD02615,PROD0040,4,279.62,1118.48
ORD00278,PROD0023,3,103.41,310.23
ORD01526,PROD0017,2,218.59,437.18
ORD02944,PROD0054,4,188.61,754.44
ORD02679,PROD0089,5,293.66,1468.3
ORD01247,PROD0030,5,268.65,1343.25
ORD00153,PROD0057,4,175.46,701.84
ORD01807,PROD0030,3,55.62,166.86
ORD01935,PROD0070,5,106.01,530.05
ORD01150,PROD0097,2,177.78,355.56
ORD01152,PROD0060,5,154.09,770.45
ORD00872,PROD0072,5,163.4,817.0
ORD01993,PROD0050,5,180.32,901.6
ORD01644,PROD0020,1,213.87,213.87
ORD00664,PROD0056,4,233.69,934.76
ORD00364,PROD0075,1,161.53,161.53
ORD01669,PROD0079,2,200.52,401.04
ORD00041,PROD0067,5,290.71,1453.55
ORD01981,PROD0002,3,51.29,153.87
ORD02553,PROD0089,5,99.86,499.3
ORD00595,PROD0062,1,174.25,174.25
ORD01396,PROD0100,3,52.63,157.89
ORD01203,PROD0044,2,280.82,561.64
ORD02581,PROD0002,4,97.76,391.04
ORD01526,PROD0015,2,274.12,548.24
ORD00128,PROD0052,3,282.77,848.31
ORD00652,PROD0020,5,155.84,779.2
ORD02426,PROD0014,5,269.92,1349.6
ORD00064,PROD0085,2,265.19,530.38
ORD01979,PROD0074,2,155.64,311.28
ORD02026,PROD0061,4,22.65,90.6
ORD02828,PROD0025,5,208.3,1041.5
ORD00277,PROD0068,3,60.11,180.33
ORD02364,PROD0092,3,172.9,518.7
ORD01901,PROD0016,5,73.22,366.1
ORD01911,PROD0067,3,26.54,79.62
ORD02633,PROD0077,2,111.2,222.4
ORD02435,PROD0096,5,169.21,846.05
ORD01423,PROD0070,4,277.87,1111.48
ORD02215,PROD0066,3,171.94,515.82
ORD00249,PROD0023,4,191.11,764.44
ORD00396,PROD0047,1,211.99,211.99
ORD01503,PROD0047,3,238.55,715.65
ORD02097,PROD0051,5,52.93,264.65
ORD00188,PROD0026,5,113.11,565.55
ORD02130,PROD0027,3,274.21,822.63
ORD02562,PROD0083,3,28.31,84.93
ORD02693,PROD0017,5,86.46,432.3
ORD01718,PROD0018,3,98.65,295.95
ORD00065,PROD0078,3,166.32,498.96
ORD02144,PROD0009,4,101.38,405.52
ORD01044,PROD0085,3,243.32,729.96
ORD01707,PROD0028,5,236.59,1182.95
ORD01662,PROD0040,5,196.34,981.7
ORD01534,PROD0094,4,269.83,1079.32
ORD00147,PROD0067,1,106.05,106.05
ORD00186,PROD0055,5,269.0,1345.0
ORD01854,PROD0038,5,218.63,1093.15
ORD02964,PROD0074,3,58.12,174.36
ORD01425,PROD0086,3,294.72,884.16
ORD01100,PROD0076,5,141.19,705.95
ORD02359,PROD0089,4,277.53,1110.12
ORD02667,PROD0013,4,257.97,1031.88
ORD00772,PROD0088,1,110.28,110.28
ORD02831,PROD0094,1,55.25,55.25
ORD02349,PROD0027,1,99.04,99.04
ORD01991,PROD0034,2,97.52,195.04
ORD01835,PROD0074,4,39.75,159.0
ORD01529,PROD0002,4,211.8,847.2
ORD02223,PROD0013,2,109.76,219.52
ORD01289,PROD0002,3,129.59,388.77
ORD01187,PROD0036,4,238.82,955.28
ORD00425,PROD0085,4,271.11,1084.44
ORD02921,PROD0052,1,215.63,215.63
ORD00543,PROD0096,4,223.97,895.88
ORD01810,PROD0060,2,178.65,357.3
ORD02768,PROD0007,4,125.51,502.04
ORD00554,PROD0076,3,156.99,470.97
ORD02303,PROD0097,3,223.84,671.52
ORD02191,PROD0014,3,122.56,367.68
ORD02212,PROD0038,5,93.29,466.45
ORD01175,PROD0028,1,239.11,239.11
ORD00449,PROD0020,1,235.0,235.0
ORD00678,PROD0098,5,224.43,1122.15
ORD00689,PROD0085,1,233.51,233.51
ORD01087,PROD0006,4,180.99,723.96
ORD00016,PROD0043,1,130.72,130.72
ORD02682,PROD0090,2,43.19,86.38
ORD02420,PROD0074,2,257.74,515.48
ORD01788,PROD0053,2,106.35,212.7
ORD01659,PROD0074,3,286.86,860.58
ORD01426,PROD0009,5,182.36,911.8
ORD00757,PROD0051,1,78.89,78.89
ORD01800,PROD0020,3,16.11,48.33
ORD02005,PROD0082,1,10.42,10.42
ORD02198,PROD0084,4,206.26,825.04
ORD00640,PROD0009,3,235.75,707.25
ORD00464,PROD0026,2,244.75,489.5
ORD01977,PROD0005,3,191.22,573.66
ORD02716,PROD0050,5,81.68,408.4
ORD00212,PROD0053,2,154.03,308.06
ORD02964,PROD0030,2,296.97,593.94
ORD01971,PROD0031,1,226.63,226.63
ORD02541,PROD0087,4,172.87,691.48
ORD02206,PROD0068,1,128.06,128.06
ORD01194,PROD0091,5,211.85,1059.25
ORD00592,PROD0031,5,140.46,702.3
ORD00403,PROD0019,1,143.11,143.11
ORD02011,PROD0093,2,73.14,146.28
ORD02275,PROD0085,4,91.66,366.64
ORD00662,PROD0077,4,154.42,617.68
ORD02936,PROD0089,1,217.57,217.57
ORD01642,PROD0033,5,177.08,885.4
ORD00105,PROD0083,2,146.43,292.86
ORD01523,PROD0009,4,239.7,958.8
ORD00962,PROD0029,4,242.5,970.0
ORD00197,PROD0084,4,83.06,332.24
ORD00783,PROD0044,5,178.94,894.7
ORD01753,PROD0054,1,231.1,231.1
ORD00550,PROD0018,2,32.27,64.54
ORD00013,PROD0013,5,55.22,276.1
ORD01820,PROD0037,4,169.22,676.88
ORD00336,PROD0098,4,182.62,730.48
ORD00618,PROD0087,3,61.67,185.01
ORD02117,PROD0076,5,217.13,1085.65
ORD00939,PROD0071,2,163.19,326.38
ORD02076,PROD0037,4,240.58,962.32
ORD00699,PROD0077,4,294.54,1178.16
ORD00023,PROD0086,1,243.15,243.15
ORD02672,PROD0087,3,32.96,98.88
ORD00974,PROD0083,2,179.65,359.3
ORD00734,PROD0065,3,292.44,877.32
ORD02423,PROD0076,1,194.08,194.08
ORD02748,PROD0081,2,185.26,370.52
ORD01915,PROD0028,2,116.78,233.56
ORD02713,PROD0089,1,44.8,44.8
ORD02070,PROD0096,2,236.81,473.62
ORD00401,PROD0007,4,130.12,520.48
ORD00204,PROD0013,4,277.85,1111.4
ORD01678,PROD0017,4,139.68,558.72
ORD00397,PROD0069,2,194.44,388.88
ORD02785,PROD0054,1,62.62,62.62
ORD02065,PROD0096,1,162.37,162.37
ORD00470,PROD0085,5,295.7,1478.5
ORD02925,PROD0090,1,221.03,221.03
ORD02813,PROD0014,3,158.93,476.79
ORD01848,PROD0042,5,30.01,150.05
ORD00436,PROD0084,2,218.51,437.02
ORD00944,PROD0075,4,216.34,865.36
ORD01328,PROD0008,3,251.03,753.09
ORD01614,PROD0097,5,154.45,772.25
ORD01118,PROD0092,2,291.38,582.76
ORD00213,PROD0098,3,204.77,614.31
ORD00477,PROD0055,5,10.2,51.0
ORD01189,PROD0094,4,157.02,628.08
ORD02403,PROD0079,2,213.96,427.92
ORD00003,PROD0090,1,174.38,174.38
ORD02519,PROD0004,2,196.19,392.38
ORD01912,PROD0047,1,161.86,161.86
ORD00701,PROD0077,3,255.04,765.12
ORD01277,PROD0010,5,176.43,882.15
ORD00348,PROD0085,1,167.77,167.77
ORD02371,PROD0017,2,187.87,375.74
ORD01700,PROD0097,3,226.34,679.02
ORD01580,PROD0047,5,63.06,315.3
ORD01179,PROD0044,3,210.66,631.98
ORD00365,PROD0001,1,10.89,10.89
ORD02530,PROD0096,1,112.65,112.65
ORD01623,PROD0018,1,10.92,10.92
ORD00765,PROD0064,1,209.33,209.33
ORD02925,PROD0017,3,202.91,608.73
ORD00446,PROD0067,3,114.97,344.91
ORD01924,PROD0078,2,271.36,542.72
ORD01371,PROD0016,5,23.97,119.85
ORD02786,PROD0046,2,42.09,84.18
ORD01420,PROD0050,3,39.24,117.72
ORD00597,PROD0037,4,59.95,239.8
ORD02268,PROD0074,5,189.11,945.55
ORD02415,PROD0095,2,160.83,321.66
ORD01854,PROD0026,1,73.33,73.33
ORD01661,PROD0055,2,39.74,79.48
ORD01757,PROD0054,3,49.62,148.86
ORD02711,PROD0028,4,15.23,60.92
ORD01042,PROD0018,4,209.5,838.0
ORD02018,PROD0014,5,283.96,1419.8
ORD01264,PROD0024,3,205.92,617.76
ORD00105,PROD0070,4,105.17,420.68
ORD02999,PROD0067,2,102.05,204.1
ORD00856,PROD0042,2,12.07,24.14
ORD00380,PROD0057,1,202.56,202.56
ORD01343,PROD0050,2,282.41,564.82
ORD02498,PROD0094,1,209.02,209.02
ORD00268,PROD0040,2,193.61,387.22
ORD00567,PROD0005,1,103.77,103.77
ORD01957,PROD0052,2,76.63,153.26
ORD01628,PROD0047,5,186.67,933.35
ORD00067,PROD0028,4,124.02,496.08
ORD01938,PROD0056,3,107.44,322.32
ORD02346,PROD0066,1,118.21,118.21
ORD02348,PROD0082,1,267.65,267.65
ORD02130,PROD0053,1,139.72,139.72
ORD00200,PROD0087,5,25.47,127.35
ORD01750,PROD0089,3,229.43,688.29
ORD00970,PROD0002,2,199.72,399.44
ORD02618,PROD0078,2,200.32,400.64
ORD01150,PROD0026,2,258.13,516.26
ORD01022,PROD0068,3,267.08,801.24
ORD02977,PROD0036,5,122.95,614.75
ORD00598,PROD0022,3,266.51,799.53
ORD02836,PROD0053,2,132.07,264.14
ORD01849,PROD0025,4,96.83,387.32
ORD02738,PROD0003,2,60.02,120.04
ORD02859,PROD0099,1,20.14,20.14
ORD00796,PROD0008,2,157.77,315.54
ORD00512,PROD0076,2,14.4,28.8
ORD00587,PROD0067,2,265.94,531.88
ORD01847,PROD0061,2,247.56,495.12
ORD02327,PROD0024,4,123.41,493.64
ORD01586,PROD0025,3,158.75,476.25
ORD01994,PROD0058,2,293.19,586.38
ORD00855,PROD0077,1,138.74,138.74
ORD01335,PROD0056,1,238.27,238.27
ORD00936,PROD0080,2,87.3,174.6
ORD01628,PROD0002,3,165.81,497.43
ORD01216,PROD0003,1,105.36,105.36
ORD01084,PROD0003,1,24.14,24.14
ORD00091,PROD0062,5,117.07,585.35
ORD02748,PROD0092,1,18.67,18.67
ORD01612,PROD0050,1,288.9,288.9
ORD01068,PROD0091,2,269.87,539.74
ORD01971,PROD0068,1,190.36,190.36
ORD00228,PROD0062,1,73.63,73.63
ORD02567,PROD0066,1,124.45,124.45
ORD01899,PROD0074,5,250.19,1250.95
ORD00195,PROD0032,4,280.37,1121.48
ORD00147,PROD0016,1,230.8,230.8
ORD02447,PROD0006,5,151.2,756.0
ORD01075,PROD0089,4,19.86,79.44
ORD00127,PROD0030,3,130.03,390.09
ORD01258,PROD0014,2,223.61,447.22
ORD01030,PROD0031,1,274.55,274.55
ORD00193,PROD0093,3,211.5,634.5
ORD02196,PROD0079,3,91.1,273.3
ORD02320,PROD0069,4,165.02,660.08
ORD00256,PROD0083,4,269.42,1077.68
ORD01144,PROD0038,4,64.38,257.52
ORD01159,PROD0073,4,245.05,980.2
ORD00738,PROD0037,5,181.72,908.6
ORD01557,PROD0063,4,90.67,362.68
ORD02425,PROD0035,2,254.46,508.92
ORD00100,PROD0050,5,273.84,1369.2
ORD02178,PROD0083,2,131.26,262.52
ORD02907,PROD0050,1,284.2,284.2
ORD00839,PROD0061,3,14.04,42.12
ORD02225,PROD0028,5,226.98,1134.9
ORD00184,PROD0045,3,208.95,626.85
ORD00998,PROD0002,2,263.52,527.04
ORD01591,PROD0081,1,205.18,205.18
ORD01019,PROD0018,3,160.82,482.46
ORD02527,PROD0086,5,286.28,1431.4
ORD00930,PROD0084,2,289.53,579.06
ORD00341,PROD0005,3,30.32,90.96
ORD02194,PROD0071,3,249.79,749.37
ORD01082,PROD0026,3,84.26,252.78
ORD02013,PROD0080,1,37.52,37.52
ORD02483,PROD0097,2,71.65,143.3
ORD00652,PROD0012,5,185.05,925.25
ORD00484,PROD0007,3,206.86,620.58
ORD02534,PROD0073,4,39.1,156.4
ORD01107,PROD0022,2,169.78,339.56
ORD02446,PROD0001,5,273.89,1369.45
ORD02757,PROD0007,4,271.2,1084.8
ORD00412,PROD0012,3,81.48,244.44
ORD02665,PROD0063,3,51.96,155.88
ORD01679,PROD0049,1,175.92,175.92
ORD01751,PROD0044,2,101.67,203.34
ORD01292,PROD0048,4,77.4,309.6
ORD00474,PROD0043,3,164.12,492.36
ORD01367,PROD0019,1,81.37,81.37
ORD02067,PROD0075,3,217.01,651.03
ORD02270,PROD0010,5,269.84,1349.2
ORD02156,PROD0037,5,135.17,675.85
ORD01048,PROD0077,4,18.84,75.36
ORD01483,PROD0047,3,121.86,365.58
ORD01435,PROD0078,2,229.59,459.18
ORD00390,PROD0020,3,94.77,284.31
ORD00749,PROD0037,4,38.57,154.28
ORD00227,PROD0057,3,242.46,727.38
ORD02652,PROD0055,4,179.89,719.56
ORD02887,PROD0096,1,77.33,77.33
ORD00896,PROD0063,3,69.95,209.85
ORD01422,PROD0088,5,28.82,144.1
ORD00906,PROD0080,2,31.53,63.06
ORD00890,PROD0025,5,140.44,702.2
ORD00070,PROD0059,3,152.64,457.92
ORD02075,PROD0029,3,15.29,45.87
ORD00014,PROD0091,3,17.65,52.95
ORD02012,PROD0073,1,71.36,71.36
ORD00594,PROD0031,4,46.12,184.48
ORD00676,PROD0092,3,264.32,792.96
ORD01642,PROD0040,5,147.16,735.8
ORD01194,PROD0054,1,211.71,211.71
ORD00627,PROD0030,4,17.14,68.56
ORD01058,PROD0021,3,43.64,130.92
ORD01890,PROD0010,2,275.2,550.4
ORD00465,PROD0080,4,121.44,485.76
ORD00135,PROD0075,5,98.14,490.7
ORD00852,PROD0069,3,282.27,846.81
ORD00320,PROD0075,2,93.92,187.84
ORD00845,PROD0047,5,66.87,334.35
ORD01886,PROD0100,3,225.22,675.66
ORD02953,PROD0074,3,72.17,216.51
ORD00114,PROD0064,2,11.98,23.96
ORD01949,PROD0072,3,55.02,165.06
ORD00953,PROD0053,5,57.35,286.75
ORD00670,PROD0010,1,240.3,240.3
ORD00611,PROD0027,1,218.08,218.08
ORD02290,PROD0014,5,164.94,824.7
ORD02939,PROD0014,3,244.06,732.18
ORD01145,PROD0093,5,221.63,1108.15
ORD00063,PROD0012,2,79.25,158.5
ORD02042,PROD0043,2,284.33,568.66
ORD02130,PROD0085,3,102.71,308.13
ORD02699,PROD0024,3,28.69,86.07
ORD02988,PROD0015,5,75.07,375.35
ORD01607,PROD0042,2,100.61,201.22
ORD02322,PROD0045,1,87.09,87.09
ORD01484,PROD0065,5,145.11,725.55
ORD01058,PROD0071,1,165.23,165.23
ORD01935,PROD0007,3,277.6,832.8
ORD00397,PROD0015,1,181.27,181.27
ORD00805,PROD0025,4,268.02,1072.08
ORD02082,PROD0083,3,162.15,486.45
ORD00678,PROD0031,2,45.0,90.0
ORD02593,PROD0072,1,243.88,243.88
ORD01153,PROD0056,3,37.97,113.91
ORD01493,PROD0024,2,277.41,554.82
ORD00489,PROD0050,2,43.73,87.46
ORD00161,PROD0026,4,138.57,554.28
ORD00855,PROD0053,1,198.73,198.73
ORD00481,PROD0034,2,13.1,26.2
ORD01718,PROD0069,1,80.16,80.16
ORD00493,PROD0028,3,211.9,635.7
ORD01471,PROD0031,2,227.44,454.88
ORD01515,PROD0079,2,86.34,172.68
ORD00250,PROD0078,3,83.24,249.72
ORD02246,PROD0004,1,284.67,284.67
ORD01398,PROD0003,1,184.87,184.87
ORD01768,PROD0030,3,152.99,458.97
ORD00802,PROD0098,3,85.75,257.25
ORD01921,PROD0038,1,197.99,197.99
ORD01657,PROD0083,4,134.18,536.72
ORD00828,PROD0032,2,99.75,199.5
ORD00480,PROD0084,2,298.23,596.46
ORD00390,PROD0008,1,19.2,19.2
ORD01057,PROD0003,3,75.65,226.95
ORD01671,PROD0055,3,234.02,702.06
ORD00915,PROD0056,3,174.93,524.79
ORD01556,PROD0093,5,236.83,1184.15
ORD00049,PROD0064,5,183.6,918.0
ORD01570,PROD0023,4,88.3,353.2
ORD02376,PROD0020,5,193.94,969.7
ORD02209,PROD0012,1,218.84,218.84
ORD00870,PROD0017,3,120.78,362.34
ORD02834,PROD0082,3,226.08,678.24
ORD02023,PROD0043,1,88.23,88.23
ORD02279,PROD0074,3,277.02,831.06
ORD01343,PROD0073,4,74.11,296.44
ORD01266,PROD0044,2,89.47,178.94
ORD01644,PROD0053,2,265.12,530.24
ORD00955,PROD0079,4,37.29,149.16
ORD01905,PROD0046,2,149.29,298.58
ORD00846,PROD0069,2,41.86,83.72
ORD00533,PROD0087,3,246.74,740.22
ORD01361,PROD0050,5,295.84,1479.2
ORD02780,PROD0094,4,16.19,64.76
ORD01861,PROD0001,5,291.76,1458.8
ORD02191,PROD0010,3,73.79,221.37
ORD01606,PROD0053,1,254.36,254.36
ORD00653,PROD0069,2,284.76,569.52
ORD00215,PROD0065,4,50.76,203.04
ORD02577,PROD0055,2,10.13,20.26
ORD02927,PROD0035,1,109.36,109.36
ORD01721,PROD0042,1,174.69,174.69
ORD01959,PROD0083,1,257.52,257.52
ORD02150,PROD0028,4,253.55,1014.2
ORD01919,PROD0019,3,64.82,194.46
ORD02237,PROD0081,1,26.83,26.83
ORD00989,PROD0098,3,45.33,135.99
ORD02845,PROD0009,5,207.28,1036.4
ORD00624,PROD0054,4,68.57,274.28
ORD01808,PROD0030,1,167.32,167.32
ORD01574,PROD0070,3,17.1,51.3
ORD02636,PROD0080,1,261.96,261.96
ORD00561,PROD0014,2,87.67,175.34
ORD01861,PROD0083,2,152.52,305.04
ORD00785,PROD0012,5,136.02,680.1
ORD01968,PROD0069,1,109.0,109.0
ORD00785,PROD0073,1,239.26,239.26
ORD00095,PROD0059,2,274.67,549.34
ORD01966,PROD0012,1,169.1,169.1
ORD02220,PROD0079,1,184.55,184.55
ORD01876,PROD0018,4,205.74,822.96
ORD02349,PROD0079,3,159.19,477.57
ORD01284,PROD0011,3,247.24,741.72
ORD02793,PROD0052,1,273.37,273.37
ORD00528,PROD0052,4,180.52,722.08
ORD00320,PROD0004,2,80.97,161.94
ORD00604,PROD0047,3,185.24,555.72
ORD01599,PROD0016,5,265.15,1325.75
ORD02114,PROD0016,4,138.48,553.92
ORD00510,PROD0087,5,188.26,941.3
ORD02818,PROD0059,3,229.75,689.25
ORD00421,PROD0027,5,168.24,841.2
ORD02742,PROD0011,3,147.27,441.81
ORD00697,PROD0003,2,262.67,525.34
ORD00600,PROD0047,2,215.32,430.64
ORD01179,PROD0073,2,42.12,84.24
ORD01785,PROD0029,3,22.36,67.08
ORD01390,PROD0094,4,60.55,242.2
ORD02206,PROD0062,1,270.92,270.92
ORD01199,PROD0006,4,258.8,1035.2
ORD00742,PROD0012,4,172.69,690.76
ORD02777,PROD0004,4,47.68,190.72
ORD00234,PROD0079,5,255.54,1277.7
ORD00189,PROD0033,4,129.16,516.64
ORD02416,PROD0070,2,64.27,128.54
ORD00289,PROD0062,1,122.26,122.26
ORD01805,PROD0064,5,155.01,775.05
ORD00011,PROD0100,3,190.29,570.87
ORD00269,PROD0005,5,205.27,1026.35
ORD02044,PROD0073,2,177.85,355.7
ORD01639,PROD0017,4,220.88,883.52
ORD00301,PROD0016,4,92.03,368.12
ORD02884,PROD0096,1,178.02,178.02
ORD02094,PROD0082,4,64.92,259.68
ORD01075,PROD0034,5,280.48,1402.4
ORD01029,PROD0038,3,261.39,784.17
ORD00767,PROD0095,2,170.76,341.52
ORD00791,PROD0033,1,78.43,78.43
ORD02633,PROD0082,4,236.94,947.76
ORD02120,PROD0041,3,55.4,166.2
ORD02529,PROD0057,1,95.06,95.06
ORD01059,PROD0050,4,178.63,714.52
ORD02412,PROD0028,2,168.75,337.5
ORD02386,PROD0005,1,125.41,125.41
ORD02693,PROD0039,3,82.46,247.38
ORD02512,PROD0070,1,184.83,184.83
ORD02263,PROD0094,4,135.45,541.8
ORD01313,PROD0026,1,153.35,153.35
ORD00207,PROD0047,5,79.4,397.0
ORD01915,PROD0006,2,174.17,348.34
ORD02688,PROD0099,3,109.32,327.96
ORD02944,PROD0001,2,245.12,490.24
ORD00019,PROD0088,3,76.67,230.01
ORD01414,PROD0093,3,224.33,672.99
ORD01934,PROD0035,4,137.87,551.48
ORD02101,PROD0027,2,149.45,298.9
ORD02818,PROD0047,3,30.99,92.97
ORD00406,PROD0022,4,142.5,570.0
ORD00647,PROD0045,4,286.69,1146.76
ORD01111,PROD0008,4,173.84,695.36
ORD01681,PROD0032,1,15.69,15.69
ORD01668,PROD0042,3,175.38,526.14
ORD00908,PROD0012,5,193.12,965.6
ORD00088,PROD0054,5,176.84,884.2
ORD01058,PROD0026,3,239.96,719.88
ORD02503,PROD0082,3,169.47,508.41
ORD00843,PROD0031,2,147.45,294.9
ORD02539,PROD0091,2,254.08,508.16
ORD02481,PROD0099,3,283.5,850.5
ORD00025,PROD0041,4,269.49,1077.96
ORD01551,PROD0094,1,232.57,232.57
ORD01307,PROD0088,2,89.09,178.18
ORD02004,PROD0005,1,110.44,110.44
ORD00133,PROD0029,1,298.84,298.84
ORD02874,PROD0086,2,183.05,366.1
ORD01850,PROD0075,1,244.63,244.63
ORD00775,PROD0078,3,51.88,155.64
ORD01743,PROD0064,1,29.63,29.63
ORD01513,PROD0046,5,197.02,985.1
ORD01855,PROD0068,1,103.27,103.27
ORD00892,PROD0008,4,102.88,411.52
ORD02354,PROD0081,4,40.26,161.04
ORD00311,PROD0059,3,16.88,50.64
ORD00663,PROD0066,3,107.78,323.34
ORD00869,PROD0004,3,187.44,562.32
ORD01664,PROD0005,5,86.96,434.8
ORD01520,PROD0083,1,195.15,195.15
ORD01987,PROD0017,3,60.13,180.39
ORD00587,PROD0029,3,50.38,151.14
ORD02452,PROD0061,1,164.1,164.1
ORD01456,PROD0047,4,111.66,446.64
ORD02171,PROD0058,2,272.61,545.22
ORD00388,PROD0098,4,138.96,555.84
ORD00429,PROD0099,4,39.35,157.4
ORD00309,PROD0003,3,21.48,64.44
ORD01445,PROD0035,1,118.71,118.71
ORD01987,PROD0073,2,210.13,420.26
ORD02019,PROD0076,5,256.02,1280.1
ORD00543,PROD0100,5,183.61,918.05
ORD01169,PROD0027,3,139.45,418.35
ORD02614,PROD0049,2,217.2,434.4
ORD02580,PROD0082,2,18.0,36.0
ORD02317,PROD0052,4,16.32,65.28
ORD02367,PROD0015,2,184.12,368.24
ORD00514,PROD0009,1,163.52,163.52
ORD01961,PROD0045,5,143.62,718.1
ORD02424,PROD0051,1,232.27,232.27
ORD00264,PROD0038,3,178.34,535.02
ORD01664,PROD0095,5,265.11,1325.55
ORD01825,PROD0094,3,157.53,472.59
ORD02077,PROD0086,2,33.66,67.32
ORD01246,PROD0006,3,135.47,406.41
ORD00822,PROD0016,3,71.25,213.75
ORD02495,PROD0010,1,201.8,201.8
ORD02849,PROD0075,2,90.34,180.68
ORD02490,PROD0064,2,46.57,93.14
ORD02130,PROD0014,3,130.46,391.38
ORD01515,PROD0030,4,72.24,288.96
ORD02142,PROD0087,1,165.79,165.79
ORD00004,PROD0097,4,14.78,59.12
ORD02726,PROD0042,5,91.43,457.15
ORD00399,PROD0054,3,24.37,73.11
ORD00260,PROD0069,1,292.94,292.94
ORD01014,PROD0001,1,106.33,106.33
ORD01491,PROD0074,4,72.03,288.12
ORD02079,PROD0071,4,92.89,371.56
ORD00913,PROD0075,2,31.16,62.32
ORD00228,PROD0054,4,134.4,537.6
ORD00239,PROD0027,1,223.21,223.21
ORD00958,PROD0008,4,246.8,987.2
ORD01073,PROD0054,1,55.42,55.42
ORD01511,PROD0058,5,36.21,181.05
ORD00469,PROD0093,1,18.33,18.33
ORD00769,PROD0039,3,142.31,426.93
ORD02849,PROD0014,2,294.38,588.76
